,Unnamed: 0,Player,College,Conf,G,MP,MP_G,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,0,Trae Young,Oklahoma,Big 12,32,1133,35.4,8.2,19.3,4.5,9.1,3.7,10.3,7.4,8.6,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8,27.4
1,1,Buddy Hield,Oklahoma,Big 12,37,1309,35.4,8.1,16.2,4.2,7.5,4,8.7,4.8,5.4,1.2,4.5,5.7,2,1.1,0.5,3.1,2.1,25
2,2,Georges Niang,Iowa State,Big 12,35,1162,33.2,8.1,14.8,6.5,10.7,1.6,4.1,2.7,3.4,1.3,4.9,6.2,3.3,0.9,0.6,2.6,3.2,20.5
3,3,Dedric Lawson,Kansas,Big 12,36,1175,32.6,6.9,14.1,5.9,11.6,1,2.5,4.6,5.7,3.1,7.2,10.3,1.7,1.3,1.1,2.3,2.6,19.4
4,4,Marial Shayok,Iowa State,Big 12,34,1118,32.9,6.7,13.6,4.6,8.2,2.1,5.4,3.2,3.6,1.4,3.5,4.9,2,0.9,0.2,2.7,2.1,18.7
5,5,Jawun Evans,Oklahoma State,Big 12,54,1571,29.1,5.7,12.7,4.7,10.2,1,2.5,4.2,5.1,0.6,3.2,3.8,5.8,1.5,0.1,2.7,2.4,16.6
6,6,Taurean Prince,Baylor,Big 12,34,1040,30.6,5.5,12.7,3.9,8.4,1.6,4.3,3.3,4.3,2.4,3.7,6.1,2.3,1.3,0.7,2.7,2.5,15.9
7,7,Josh Jackson,Kansas,Big 12,35,1077,30.8,6.3,12.3,5.3,9.7,1,2.6,2.8,4.9,2.3,5.1,7.4,3,1.7,1.1,2.8,3,16.3
8,8,Monte Morris,Iowa State,Big 12,70,2568,36.7,5.8,12.2,4.5,8.6,1.3,3.6,2.3,3,0.9,3.4,4.4,6.5,1.6,0.3,1.4,1.5,15.1
9,9,Makai Mason,Baylor,Big 12,28,899,32.1,4.8,12,2.6,6.1,2.1,5.9,3.2,3.9,0.4,2.1,2.5,3.4,0.5,0,2.5,1.9,14.9
10,10,Kendall Smith,Oklahoma State,Big 12,35,943,26.9,4.7,11.8,3.3,8.3,1.4,3.5,2.2,3.3,0.6,2.5,3.1,2.9,1,0,2.1,1.7,13.1
11,11,Perry Ellis,Kansas,Big 12,38,1150,30.3,6.2,11.7,5.5,10.1,0.7,1.7,3.7,4.7,1.8,4.1,5.8,1.3,0.5,0.5,1.5,1.7,16.9
12,12,Jarrett Culver,Texas Tech,Big 12,75,2212,29.5,5.3,11.6,3.9,7.5,1.4,4.1,2.9,4.2,1.2,4.4,5.6,2.8,1.3,0.6,2.1,2,14.9
13,13,Lindell Wigginton,Iowa State,Big 12,56,1671,29.8,4.8,11.6,2.7,6.4,2.1,5.2,3.6,5.3,0.7,3.2,3.9,2.5,0.8,0.4,2.5,2.3,15.2
14,14,Frank Mason,Kansas,Big 12,74,2573,34.8,5.4,11.5,3.7,7.6,1.7,3.9,4.4,5.7,0.7,3.6,4.2,4.9,1.3,0.1,2.1,2.1,16.8
15,15,Isaiah Taylor,Texas,Big 12,33,1019,30.9,4.8,11.5,4.2,9.6,0.6,1.8,4.8,5.9,0.4,2.4,2.8,5,0.9,0.2,1.8,2.7,15
16,16,Isaiah Cousins,Oklahoma,Big 12,37,1232,33.3,4.6,11.2,2.8,7,1.8,4.3,1.8,2.6,0.6,3.8,4.5,4.5,1.4,0.3,2.4,1.7,12.6
17,17,Nazareth Mitrou-Long,Iowa State,Big 12,43,1417,33,5.2,11.1,2.5,3.9,2.7,7.2,1.6,2,0.7,3.6,4.3,2.5,1.1,0.1,1.8,2.1,14.6
18,18,Barry Brown,Kansas State,Big 12,139,4472,32.2,4.6,10.9,3.3,7,1.2,3.9,2.5,3.5,0.5,2.8,3.3,2.5,1.8,0.1,1.9,2.1,12.8
19,19,Talen Horton-Tucker,Iowa State,Big 12,35,952,27.2,4.4,10.9,3,6.4,1.4,4.5,1.6,2.5,0.7,4.2,4.9,2.3,1.3,0.7,1.7,2.3,11.8
20,20,Jevon Carter,West Virginia,Big 12,109,3467,31.8,4.5,10.8,2.7,6,1.8,4.8,2.7,3.4,0.8,3.3,4.2,4.6,2.4,0.3,2,2.7,13.5
21,21,Manu Lecomte,Baylor,Big 12,66,2116,32.1,4.4,10.7,2,4.4,2.5,6.3,2.9,3.4,0.2,1.8,2,3.8,0.8,0,2.1,1.9,14.2
22,22,Jaysean Paige,West Virginia,Big 12,35,786,22.5,4.9,10.7,3.7,6.9,1.2,3.8,2.7,3.5,1.6,1.9,3.5,1.2,1.5,0.2,1.5,2.9,13.7
23,23,Jordan Woodard,Oklahoma,Big 12,57,1690,29.6,4.3,10.6,2.2,5.7,2.1,4.9,2.9,3.5,0.8,2.7,3.5,3.2,1.7,0.2,1.9,2.3,13.6
24,24,Wayne Selden,Kansas,Big 12,38,1134,29.8,5,10.5,3,5.5,1.9,5,1.9,3.1,0.8,2.7,3.4,2.6,0.7,0.3,1.9,2,13.8
25,25,Devonte' Graham,Kansas,Big 12,113,3981,35.2,4.4,10.4,2,4.4,2.5,6,2.7,3.4,0.5,3,3.5,5.1,1.5,0.1,2.1,1.7,14
26,26,Deonte Burton,Iowa State,Big 12,61,1522,25,4.9,10.3,3.9,7.8,1,2.5,2,3,1.2,4,5.2,1.5,1.4,1.1,1.8,2.8,12.8
27,27,Jeffrey Carroll,Oklahoma State,Big 12,96,2710,28.2,4.7,10.3,3,5.6,1.7,4.7,2.7,3.5,1.4,4.2,5.6,1.2,0.8,0.2,1.6,1.7,13.9
28,28,Malik Newman,Kansas,Big 12,39,1234,31.6,4.8,10.3,2.6,5.1,2.2,5.3,2.5,2.9,0.5,4.5,5,2.1,1.1,0.2,1.5,1.6,14.2
29,29,Dylan Osetkowski,Texas,Big 12,70,2231,31.9,4.3,10.2,3.2,6.6,1.1,3.6,2.7,3.6,2.4,4.8,7.2,1.2,1.2,0.3,1.7,1.8,12.3
30,30,Johnathan Motley,Baylor,Big 12,68,1747,25.7,5.6,10,5.4,9.5,0.1,0.5,2.9,4.4,3,4.5,7.5,1.6,0.4,1.1,2.2,3,14.2
31,31,Justin Edwards,Kansas State,Big 12,33,1042,31.6,4.4,9.9,3.2,6.4,1.2,3.5,2.7,3.9,2.5,3.5,5.9,2.8,1.8,0.5,2.2,2.2,12.7
32,32,Alex Robinson,Texas Christian,Big 12,107,3565,33.3,4.2,9.7,3.2,6.8,0.9,2.9,2,3.2,0.4,2.9,3.3,6.3,1.4,0.4,3.1,2.1,11.2
33,33,Jarrett Allen,Texas,Big 12,33,1061,32.2,5.4,9.6,5.4,9.4,0,0.2,2.5,4.5,3,5.4,8.4,0.8,0.6,1.5,2.5,2.1,13.4
34,34,Keenan Evans,Texas Tech,Big 12,99,2808,28.4,4.4,9.6,3.2,6.4,1.2,3.2,4,5,0.5,2.4,2.9,3.1,1.1,0.3,1.8,2.1,14
35,35,Matt Mooney,Texas Tech,Big 12,38,1177,31,4.1,9.6,2.8,6.3,1.3,3.3,1.8,2.3,0.2,2.9,3.1,3.2,1.8,0.1,2.5,1.9,11.3
36,36,Abdel Nader,Iowa State,Big 12,35,1088,31.1,4.6,9.6,3.1,5.6,1.5,4,2.2,3,0.7,4.2,5,1.5,1.1,0.7,2.3,2.8,12.9
37,37,Phil Forte,Oklahoma State,Big 12,36,1105,30.7,4.1,9.5,1.5,3.4,2.5,6.1,2.7,2.8,0.7,1.8,2.5,1.4,1.1,0.1,0.9,1.4,13.3
38,38,Devaugntah Williams,Texas Tech,Big 12,32,837,26.2,3.7,9.4,2.6,5.9,1.1,3.5,2.4,3,1,2.1,3.1,1.6,0.8,0.2,1.7,1.8,10.8
39,39,Devin Williams,West Virginia,Big 12,35,889,25.4,4.4,9.4,4.4,9.4,0,0,4.5,6.4,3.5,5.9,9.5,1.4,0.7,0.2,2.3,2.5,13.3
40,40,Kenrich Williams,Texas Christian,Big 12,69,2364,34.3,4.6,9.4,3.2,5.9,1.3,3.4,1.8,2.8,3.1,6.4,9.5,3.3,1.6,0.6,1.6,2.5,12.2
41,41,Kouat Noi,Texas Christian,Big 12,64,1663,26,4.2,9.3,2.2,3.9,2.1,5.4,1.4,2.1,1.4,3,4.4,0.9,0.9,0.2,1.2,2,12
42,42,Jeff Newberry,Oklahoma State,Big 12,32,969,30.3,3.5,9.2,2.5,6,1,3.2,2.8,3.4,1.1,3.6,4.7,1.5,1.5,0.5,1.2,2.2,10.8
43,43,Mohamed Bamba,Texas,Big 12,30,906,30.2,4.9,9,4.4,7.3,0.5,1.7,2.7,4,3.2,7.3,10.5,0.5,0.8,3.7,1.5,2.5,12.9
44,44,Jo Acuil,Baylor,Big 12,68,1937,28.5,4.7,8.9,4.5,8.3,0.2,0.7,1.9,3.1,2.5,5.1,7.6,0.6,0.4,2.2,1.6,2.6,11.5
45,45,Javan Felix,Texas,Big 12,33,888,26.9,3.8,8.9,2.4,5,1.4,3.9,1.6,1.9,0.5,1.3,1.8,2.2,0.8,0,1.1,2,10.7
46,46,Wesley Iwundu,Kansas State,Big 12,68,2168,31.9,4.3,8.9,3.7,7.2,0.6,1.7,3.4,4.6,1.1,4.4,5.5,3.6,1.2,0.3,2.6,2.1,12.5
47,47,Brady Manek,Oklahoma,Big 12,66,1703,25.8,4.2,8.9,2.4,4.2,1.8,4.7,1.1,1.5,1.3,4.2,5.5,0.6,0.5,0.7,1,1.1,11.2
48,48,Matt Coleman,Texas,Big 12,71,2293,32.3,3.5,8.8,2.5,5.5,1,3.2,2,2.6,0.6,1.7,2.3,3.7,1,0.1,1.9,2.8,10
49,49,Kamau Stokes,Kansas State,Big 12,119,3602,30.3,3.2,8.8,1.5,3.8,1.7,5,2.2,3,0.4,2.2,2.7,3.5,1.1,0.1,2.2,1.9,10.4
50,50,Jared Butler,Baylor,Big 12,34,910,26.8,3.4,8.7,1.7,3.7,1.8,5,1.6,2,0.6,2.5,3.1,2.7,1,0.1,2,2.3,10.2
51,51,Derek Culver,West Virginia,Big 12,26,702,27,4,8.7,4,8.7,0,0,3.6,6.1,3.5,6.4,9.9,1.7,0.5,0.7,2.5,2.6,11.5
52,52,Jaylen Fisher,Texas Christian,Big 12,61,1714,28.1,3.7,8.7,1.9,4.2,1.9,4.5,1.6,2,0.4,1.5,1.9,4.2,1,0.1,2.2,2.1,10.9
53,53,Mario Kegler,Baylor,Big 12,28,791,28.3,3.8,8.7,2.8,5.5,1,3.2,2,3.1,1.5,4.3,5.8,1.3,0.4,0.6,1.6,2.8,10.5
54,54,Kerwin Roach Jr.,Texas,Big 12,128,3529,27.6,3.7,8.7,2.7,5.5,1.1,3.2,2.5,3.8,0.7,3,3.7,2.9,1.3,0.3,2.2,2.6,11
55,55,Dean Wade,Kansas State,Big 12,126,3695,29.3,4.3,8.7,3.3,6.1,1,2.6,2.3,3.2,1.7,3.7,5.4,2.1,0.9,0.6,1.2,2.3,12
56,56,Vladimir Brodziansky,Texas Christian,Big 12,105,2551,24.3,4.8,8.6,4.3,7.3,0.4,1.3,3,3.9,2,3.1,5.1,0.8,0.3,1.6,1.2,2.1,13
57,57,Andrew Jones,Texas,Big 12,45,1157,25.7,3.8,8.6,2.4,4.7,1.4,3.9,2.5,3.2,0.4,3,3.5,3.1,1.1,0.4,2.2,2,11.4
58,58,Matt Thomas,Iowa State,Big 12,70,2259,32.3,3.9,8.6,1.4,2.8,2.5,5.8,1.2,1.4,0.6,3.6,4.2,1.7,0.9,0.2,1.2,1.8,11.6
59,59,Chauncey Collins,Texas Christian,Big 12,32,992,31,3.3,8.5,1.2,3.3,2.1,5.2,3.6,4.6,0.5,2.5,3,2,0.8,0.1,2,2.7,12.3
60,60,Devon Dotson,Kansas,Big 12,36,1168,32.4,4.1,8.5,3.2,5.9,0.9,2.5,3.2,4.1,0.6,3.1,3.7,3.5,1.4,0.1,2.3,2.5,12.3
61,61,Donovan Jackson,Iowa State,Big 12,65,1620,24.9,3.3,8.3,1.2,3.1,2.1,5.1,1.6,1.9,0.2,1.3,1.5,1.6,0.5,0,1,1.6,10.4
62,62,Curtis Jones,Oklahoma State,Big 12,23,504,21.9,2.8,8.3,1.2,3.3,1.7,5.1,0.8,1.3,0.5,2.6,3,1,0.4,0,0.6,1,8.1
63,63,Daxter Miles,West Virginia,Big 12,101,2538,25.1,3.7,8.3,2.3,4.1,1.4,4.2,1.7,2.6,1.1,1.4,2.5,2,1.4,0,1.2,2.6,10.5
64,64,Desmond Bane,Texas Christian,Big 12,109,3127,28.7,4.2,8.2,2.8,4.8,1.4,3.4,1.6,2,0.8,3.4,4.2,1.9,0.8,0.3,1.3,2.2,11.5
65,65,Sviatoslav Mykhailiuk,Kansas,Big 12,110,2779,25.3,3.6,8.2,1.6,3.4,2,4.8,0.9,1.2,0.8,2,2.8,1.7,0.8,0.2,1.2,1.9,10.1
66,66,Malique Trent,Texas Christian,Big 12,42,1000,23.8,3.1,8.2,2.3,4.6,0.8,3.5,2.2,3.5,0.3,2.2,2.5,2.2,1.8,0.2,2.4,2.6,9.4
67,67,Rico Gathers,Baylor,Big 12,32,817,25.5,4.2,8.1,4.1,8.1,0,0,2.9,4.6,4,5,9,0.5,0.9,0.8,1.2,2.4,11.2
68,68,Toddrick Gotcher,Texas Tech,Big 12,32,926,28.9,3.4,8.1,1.5,3.2,1.9,4.9,2.1,2.5,1,2.5,3.5,2.2,1,0.3,0.8,2.2,10.9
69,69,Anthony Livingston,Texas Tech,Big 12,32,755,23.6,3.5,8.1,1.8,3.8,1.7,4.3,1.2,1.7,0.7,3,3.7,1.2,0.2,0.1,1,1.8,9.9
70,70,Kameron McGusty,Oklahoma,Big 12,63,1363,21.6,3.4,8,2.3,4.7,1.1,3.3,1.4,1.9,0.4,1.7,2,0.6,0.6,0.1,1.2,1.2,9.4
71,71,Xavier Sneed,Kansas State,Big 12,105,2813,26.8,3.2,7.8,1.7,3.4,1.5,4.4,1.7,2.4,1.1,3.3,4.4,1.4,1.3,0.3,1.1,2.3,9.6
72,72,Allerik Freeman,Baylor,Big 12,66,1764,26.7,3.3,7.7,1.8,4,1.4,3.7,2.4,2.9,0.6,2.3,2.9,1.4,0.6,0,1.4,1.4,10.4
73,73,Quentin Grimes,Kansas,Big 12,36,987,27.4,2.9,7.7,1.4,3.3,1.5,4.4,1,1.6,0.5,2,2.5,2,0.6,0.2,1.9,2.4,8.4
74,74,Leyton Hammonds,Oklahoma State,Big 12,61,1537,25.2,3.3,7.7,2.1,4.1,1.2,3.6,1.3,1.6,1.4,3.6,5,0.8,0.7,0.4,1.2,3.4,9.2
75,75,Michael Jacobson,Iowa State,Big 12,35,877,25.1,4.5,7.7,4,6.4,0.5,1.3,1.8,2.7,2.2,3.8,5.9,0.8,0.9,0.5,1.1,1.9,11.1
76,76,Christian James,Oklahoma,Big 12,131,3075,23.5,3.2,7.6,1.8,3.9,1.3,3.7,1.6,2.1,0.9,3.1,4,1.2,0.8,0.1,1.5,2,9.2
77,77,Jameel McKay,Iowa State,Big 12,32,975,30.5,4.6,7.6,4.6,7.6,0,0,1.9,3.6,3.3,5.6,8.8,0.9,0.5,1.7,1.5,2.3,11.1
78,78,Cameron Ridley,Texas,Big 12,13,293,22.5,4.7,7.5,4.7,7.5,0,0,1.7,4.2,3.4,5.1,8.5,0.5,0.5,2.8,2.2,3,11.1
79,79,Zhaire Smith,Texas Tech,Big 12,37,1051,28.4,4.2,7.5,3.7,6.4,0.5,1.1,2.5,3.4,2.2,2.8,5,1.8,1.1,1.1,1.1,1.8,11.3
80,80,Lagerald Vick,Kansas,Big 12,117,3017,25.8,3.6,7.5,2.1,4,1.4,3.5,0.9,1.2,0.7,2.8,3.5,1.4,0.7,0.3,1.4,1.4,9.4
81,81,Michael Weathers,Oklahoma State,Big 12,16,328,20.5,3.3,7.5,3.1,6.4,0.3,1.1,2.3,3.7,0.7,2.1,2.8,2.1,1.1,0.4,2.9,2.3,9.2
82,82,Courtney Ramey,Texas,Big 12,37,945,25.5,2.9,7.4,1.4,3.5,1.5,3.9,0.8,1.4,0.8,2.5,3.2,3.1,0.9,0.2,1.9,1.9,8.1
83,83,Tevin Mack,Texas,Big 12,48,909,18.9,2.7,7.3,1.3,3.1,1.4,4.2,1.3,2.1,0.8,2,2.9,0.5,0.3,0.4,0.8,1.4,8.1
84,84,Lester Medford,Baylor,Big 12,34,1103,32.4,2.9,7.3,1.6,3.9,1.2,3.4,2,2.6,0.3,1.9,2.3,6.5,1.6,0.1,2.3,2.6,8.9
85,85,Zach Smith,Texas Tech,Big 12,86,2495,29,3.8,7.3,3.5,6.4,0.3,0.8,2,3.1,1.9,4.5,6.3,1.5,0.7,1.3,1.7,1.9,9.8
86,86,Ryan Spangler,Oklahoma,Big 12,37,1217,32.9,3.9,7.2,3.1,4.8,0.9,2.4,1.4,2.4,2.5,6.5,9,1.9,0.4,0.5,1.7,2.2,10.2
87,87,Ochai Agbaji,Kansas,Big 12,22,569,25.9,3.2,7.1,2.1,3.7,1,3.4,1.1,1.6,1,3.6,4.6,0.9,0.5,0.5,1.4,2,8.5
88,88,Eric Davis Jr.,Texas,Big 12,92,2233,24.3,2.6,7.1,1.3,3.1,1.3,4,1.2,1.7,0.3,2.1,2.4,0.8,0.6,0,1,1.6,7.7
89,89,Mike Cunningham,Oklahoma State,Big 12,7,128,18.3,3.1,7,1.4,3.1,1.7,3.9,0,0,0.1,1.4,1.6,1.1,0.7,0,1.3,1,8
90,90,Udoka Azubuike,Kansas,Big 12,56,1174,21,5.1,6.9,5.1,6.9,0,0,1.2,3,2.1,4.3,6.4,0.6,0.5,1.6,1.7,2.9,11.5
91,91,Isaac Likekele,Oklahoma State,Big 12,32,925,28.9,3.2,6.9,3,6.1,0.2,0.8,2.1,3.2,0.5,4.2,4.8,3.9,1.3,0.3,2.3,2.2,8.7
92,92,Lamont West,West Virginia,Big 12,110,2130,19.4,2.7,6.9,1.3,2.8,1.4,4.2,1.7,2.2,1.1,2.1,3.2,0.6,0.4,0.2,0.9,1.9,8.6
93,93,Esa Ahmad,West Virginia,Big 12,112,2644,23.6,3.2,6.8,2.8,5.6,0.4,1.3,2.5,3.8,1.7,2.6,4.3,1.7,0.9,0.6,2,2.1,9.3
94,94,Tarik Phillip,West Virginia,Big 12,72,1679,23.3,2.8,6.8,1.8,4.3,1,2.5,2.8,3.8,0.7,2,2.7,2.9,1.6,0.3,1.8,2.2,9.4
95,95,Lindy Waters,Oklahoma State,Big 12,90,2395,26.6,3.1,6.8,1.5,3.2,1.5,3.7,1.5,1.8,0.8,2.6,3.4,2,0.9,0.2,1.3,2.2,9.1
96,96,Cameron Lard,Iowa State,Big 12,53,1066,20.1,4.2,6.7,4.2,6.7,0,0,1.1,1.8,2.3,3.4,5.7,0.5,0.3,1.7,1.3,3,9.4
97,97,JD Miller,Texas Christian,Big 12,140,3128,22.3,2.9,6.7,2.3,4.7,0.6,2,1.8,2.7,1.6,2.9,4.5,1.1,0.7,0.5,1.3,1.5,8.2
98,98,Kristian Doolittle,Oklahoma,Big 12,87,2139,24.6,2.9,6.6,2.7,6,0.2,0.6,2.3,3,1.5,4.6,6.1,1.2,0.7,0.3,1.3,1.8,8.4
99,99,Niem Stevenson,Texas Tech,Big 12,67,1410,21,2.7,6.6,1.8,4.2,0.9,2.3,1.6,2.5,0.7,2.7,3.4,1.7,0.5,0.2,1,1.4,8
0,0,Aaron Ross,Texas Tech,Big 12,59,1296,22,2.9,6.5,1.9,3.6,1.1,2.8,2.7,3.2,0.8,3,3.7,1,0.3,0.2,1,2.5,9.7
1,1,Tavarius Shine,Oklahoma State,Big 12,62,1468,23.7,2.5,6.5,1.3,2.8,1.2,3.7,1.6,2.1,1,2.2,3.2,1.2,0.9,0.5,1,2.4,7.7
2,2,Devonte Bandoo,Baylor,Big 12,34,717,21.1,2.9,6.4,1.4,2.6,1.5,3.8,1.1,1.3,0.5,1.7,2.2,1.4,0.6,0.1,1.2,1.1,8.4
3,3,Jonathan Holton,West Virginia,Big 12,31,717,23.1,3.4,6.4,3,4.9,0.4,1.5,1.7,2.6,3.6,3.9,7.6,1.4,1,0.3,1.2,2.7,8.9
4,4,D.J. Johnson,Kansas State,Big 12,66,1534,23.2,3.8,6.2,3.8,6.2,0,0,2.6,3.8,2.4,3,5.4,0.4,0.7,1.2,1.6,3,10.3
5,5,Sagaba Konate,West Virginia,Big 12,81,1511,18.7,3.1,6.2,3,5.9,0.1,0.3,1.6,2.2,1.9,3.6,5.5,0.6,0.4,2.4,1.2,2.6,8
6,6,T.J. Maston,Baylor,Big 12,95,1572,16.5,3.3,6.1,3.2,5.9,0,0.2,1.4,1.8,1.5,2.3,3.9,0.5,0.4,0.3,1.2,1.7,8
7,7,Cameron McGriff,Oklahoma State,Big 12,100,2452,24.5,2.6,6.1,1.9,4.1,0.7,2.1,2.4,3.1,1.9,3.4,5.3,1.1,0.8,0.5,1.4,2.4,8.2
8,8,Nick Weiler-Babb,Iowa State,Big 12,92,2571,27.9,2.6,6.1,1.9,3.9,0.8,2.2,1.7,2.2,0.8,4,4.8,3.7,1.1,0.3,1.4,1.4,7.7
9,9,James Bolden,West Virginia,Big 12,82,1178,14.4,2.6,6,1.1,2.3,1.5,3.7,1.1,1.4,0.6,1,1.7,1.1,0.7,0.1,1,1.7,7.7
10,10,Jase Febres,Texas,Big 12,68,1490,21.9,2.2,6,0.5,1.1,1.7,4.9,0.3,0.4,0.6,1.8,2.4,0.5,0.4,0.2,0.5,1.5,6.4
11,11,Brandon Parrish,Texas Christian,Big 12,72,1750,24.3,2.5,6,1.3,2.7,1.3,3.3,0.8,1.4,0.7,2.3,3,0.9,0.5,0.3,1,2,7.2
12,12,Aaron Calixte,Oklahoma,Big 12,34,717,21.1,2.3,5.9,1.3,2.9,1,3,0.9,1.2,0.2,1.6,1.8,2.1,0.4,0,1.8,1.4,6.6
13,13,Connor Lammert,Texas,Big 12,33,939,28.5,2.4,5.9,0.9,1.6,1.5,4.3,0.9,1.1,1.5,3.8,5.3,0.9,0.6,0.4,0.7,2.6,7.1
14,14,Jordan McCabe,West Virginia,Big 12,35,647,18.5,1.9,5.9,0.6,2.1,1.3,3.7,0.7,1,0.4,1.2,1.6,2.5,0.9,0,1.4,1.4,5.8
15,15,Nathan Adrian,West Virginia,Big 12,72,1756,24.4,2.6,5.8,1.8,3.5,0.8,2.3,1.3,1.9,2.1,2.5,4.6,1.9,1.1,0.3,1.2,2.5,7.2
16,16,Elijah Mitrou-Long,Texas,Big 12,36,645,17.9,2,5.8,1.1,3,0.9,2.9,0.8,1.2,0.1,2.1,2.2,1.6,0.8,0.1,0.8,0.9,5.6
17,17,Tristan Clark,Baylor,Big 12,47,1074,22.9,3.8,5.7,3.7,5.4,0.1,0.2,1.5,2.3,1.7,3.4,5,1,0.7,1.3,1.3,2.6,9.1
18,18,Thomas Dziagwa,Oklahoma State,Big 12,94,1568,16.7,2.2,5.7,0.4,1.2,1.9,4.5,0.5,0.5,0.2,1.5,1.7,0.8,0.4,0,0.8,1.2,6.8
19,19,Chris Olivier,Oklahoma State,Big 12,32,518,16.2,2.9,5.7,2.9,5.7,0,0,1.9,2.9,1.1,1.8,2.9,0.3,0.1,1,1,1.8,7.8
20,20,Teddy Allen,West Virginia,Big 12,35,417,11.9,2.6,5.6,2.5,4.9,0.1,0.7,1.7,2.3,1.3,1.5,2.7,0.5,0.4,0,0.9,1.8,7
21,21,Tariq Owens,Texas Tech,Big 12,38,964,25.4,3.4,5.6,3.2,4.7,0.2,0.8,1.7,2.2,2.1,3.6,5.8,0.7,0.5,2.4,1,2.9,8.7
22,22,Mark Vital,Baylor,Big 12,67,1729,25.8,2.6,5.6,2.6,5.1,0.1,0.5,1.7,3.2,2.9,3.5,6.4,2.1,0.9,0.8,1.9,2.6,7
23,23,Stephen Hurt,Kansas State,Big 12,33,632,19.2,2.2,5.5,1.8,3.9,0.5,1.6,1.4,1.9,1,3.5,4.4,0.7,0.5,0.4,1.5,2.5,6.4
24,24,King McClure,Baylor,Big 12,129,2524,19.6,2.3,5.5,1.2,2.4,1.1,3.1,0.9,1.2,0.5,1.9,2.4,1.3,0.8,0.1,1.1,1.8,6.6
25,25,Brandone Francis,Texas Tech,Big 12,75,1480,19.7,2.1,5.4,1.1,2.5,1,2.9,0.5,0.8,0.4,1.7,2.1,1.1,0.6,0.1,0.8,1.8,5.8
26,26,Justin Gray,Texas Tech,Big 12,99,2427,24.5,2.7,5.3,2.4,4.3,0.3,1,1.7,2.2,1.4,2.8,4.3,1.2,0.9,0.7,1.1,2.4,7.4
27,27,Jermaine Haley,West Virginia,Big 12,36,905,25.1,2.7,5.3,2.4,4,0.3,1.3,1.4,2.1,1.2,2.8,4.1,2.4,1,0.1,1.9,2.1,7.1
28,28,Jaxson Hayes,Texas,Big 12,32,747,23.3,3.8,5.3,3.8,5.3,0,0,2.3,3.1,1.8,3.3,5,0.3,0.6,2.2,0.9,3.3,10
29,29,Rashard Odomes,Oklahoma,Big 12,113,2159,19.1,2.7,5.3,2.5,4.9,0.1,0.4,1.5,2.6,1.2,1.8,3,1.2,0.5,0.1,1,1.6,7
30,30,Kendric Davis,Texas Christian,Big 12,37,634,17.1,2.1,5.2,1.7,3.9,0.4,1.3,1.6,2.3,0.3,1.4,1.7,2,0.9,0,1.6,1.6,6.3
31,31,Cartier Diarra,Kansas State,Big 12,63,1541,24.5,2.3,5.2,1.3,2.7,1,2.5,1.4,1.9,0.6,2.2,2.8,1.9,0.8,0.2,1.8,2.3,7
32,32,Wesley Harris,West Virginia,Big 12,59,1316,22.3,1.9,5.2,1.1,2.6,0.8,2.5,1.6,2.2,1.3,2.6,3.9,0.5,0.6,0.4,1.2,2.6,6.3
33,33,Nuni Omot,Baylor,Big 12,59,1086,18.4,2.4,5.2,1.3,2.4,1.1,2.7,1.5,1.7,0.9,2,2.9,1.1,0.4,0.3,1.2,1.5,7.4
34,34,Brandon Averette,Oklahoma State,Big 12,69,1203,17.4,2.1,5.1,1.9,4.2,0.3,0.9,1.2,1.6,0.1,1.5,1.6,2.4,0.7,0,1.4,1.5,5.8
35,35,Makol Mawien,Kansas State,Big 12,71,1496,21.1,2.9,5.1,2.8,4.9,0.1,0.3,1.1,1.5,1.5,2.6,4.1,0.3,0.5,0.9,1.4,2.8,6.9
36,36,Davide Moretti,Texas Tech,Big 12,75,1654,22.1,2.3,5.1,1,1.9,1.3,3.2,1.6,1.8,0.1,1.3,1.4,1.6,0.8,0,1,1.8,7.5
37,37,Jacob Young,Texas,Big 12,63,1044,16.6,1.8,5.1,0.9,1.9,0.9,3.2,0.4,0.6,0.2,1.1,1.3,0.8,0.4,0,0.8,1.3,4.9
38,38,Yor Anei,Oklahoma State,Big 12,32,753,23.5,3.1,5,3.1,5,0,0,1.6,2.4,1.8,3,4.8,0.7,0.3,2.7,1.5,3.2,7.7
39,39,Ishmail Wainright,Baylor,Big 12,69,1869,27.1,2.1,5,1.3,2.7,0.8,2.3,0.8,1.1,1.6,3.1,4.7,2.9,1.3,0.4,1.5,2.7,5.7
40,40,Tommy Hamilton,Texas Tech,Big 12,37,519,14,2.1,4.9,1.2,2.8,0.8,2.1,0.5,0.9,0.8,2.2,2.9,0.8,0.4,0.2,1.3,1.7,5.4
41,41,Kevin Samuel,Texas Christian,Big 12,37,908,24.5,3.3,4.9,3.3,4.9,0,0,0.9,2,2.8,4.2,7,0.6,0.6,2.1,1.4,2.8,7.4
42,42,Darrell Bowie,Iowa State,Big 12,33,562,17,2.4,4.8,2.2,4.4,0.2,0.5,0.9,2.1,1.4,2.6,4.1,0.7,0.7,0.5,1.2,2,5.8
