,Unnamed: 0,Player,College,Conf,G,MP,MP_G,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
73,73,Josh Ayeni,St. Bonaventure,A-10,56,898,16,2.3,5,2.3,4.9,0,0.1,1.5,2,1.2,1.5,2.7,0.2,0.5,0.2,0.8,3.3,6.1
74,74,Mike'l Simms,Virginia Commonwealth,A-10,66,1098,16.6,1.8,5,0.9,1.8,0.9,3.2,0.6,0.8,0.5,1.5,2,0.9,0.5,0.1,0.7,1.2,5.2
75,75,Marshall Wood,Richmond,A-10,61,1118,18.3,2.1,5,0.7,1.4,1.3,3.6,0.6,1,0.7,2.2,2.9,0.3,0.4,0.3,0.8,1.9,6.1
76,76,LaDarien Griffin,St. Bonaventure,A-10,98,2165,22.1,2.4,4.9,2.4,4.7,0,0.2,1.5,2.2,1.6,2.8,4.4,0.9,0.7,0.8,1.1,2,6.4
77,77,Khris Lane,Virginia Commonwealth,A-10,33,481,14.6,2.8,4.9,2.4,3.9,0.4,1,1,1.6,1.2,2.5,3.8,0.6,0.3,0.2,1.4,1.4,6.9
78,78,Ryan Mikesell,Dayton,A-10,87,1830,21,2.4,4.9,1.6,2.5,0.8,2.4,1.1,1.6,1,2.8,3.8,1.4,0.6,0.5,1.1,1.9,6.7
79,79,Jordan Burgess,Virginia Commonwealth,A-10,63,1360,21.6,1.8,4.8,1.2,2.5,0.7,2.3,0.5,1.1,1,2.8,3.8,1.1,0.6,0.3,0.9,2.4,4.9
80,80,Erten Gazi,Fordham,A-10,5,84,16.8,2.4,4.8,2,3,0.4,1.8,0,0,1,1.4,2.4,0.6,0.6,0,0.8,1.6,5.2
81,81,Tony Washington,La Salle,A-10,91,1981,21.8,2.9,4.8,2.9,4.8,0,0,1,1.7,2,3.9,5.9,0.6,0.3,0.8,1.5,3.1,6.8
82,82,Paul Jorgensen,George Washington,A-10,38,595,15.7,1.7,4.7,1.1,2.9,0.6,1.7,1,1.4,0.4,1.5,1.9,2.1,0.5,0.1,1.1,0.9,4.9
83,83,Doug Brooks,Virginia Commonwealth,A-10,71,1288,18.1,1.5,4.6,0.5,1.4,0.9,3.2,1,1.5,0.4,2.3,2.7,1.6,1.8,0.1,0.9,2.9,4.9
84,84,Karmari Newman,George Mason,A-10,31,470,15.2,1.6,4.6,0.7,1.7,0.9,2.8,0.5,0.5,0.1,1.1,1.2,0.4,0.2,0,0.5,1.2,4.7
85,85,KiShawn Pritchett,Davidson,A-10,95,2286,24.1,1.9,4.6,0.9,1.8,1.1,2.9,0.7,1,0.8,2,2.8,2.6,0.6,0.3,1.6,1.7,5.7
86,86,Marcus Santos-Silva,Virginia Commonwealth,A-10,66,1056,16,2.7,4.6,2.7,4.6,0,0,1.2,2.2,2,3.2,5.2,0.5,0.5,0.8,0.9,2.2,6.5
87,87,Johnnie Shuler,La Salle,A-10,86,1783,20.7,1.5,4.6,0.5,1.4,1,3.2,0.8,1.1,0.4,1.8,2.1,1.8,0.7,0,1.3,1.5,5
88,88,Trey Davis,Richmond,A-10,32,943,29.5,1.9,4.5,1.5,3.1,0.4,1.4,0.8,1.8,0.7,3.1,3.8,3.3,1.2,0.3,1.3,2.7,5.1
89,89,Tyrn Flowers,Massachusetts,A-10,33,441,13.4,1.6,4.5,0.6,1.2,1,3.3,0.2,0.3,0.5,2.1,2.6,0.7,0.3,0.5,0.7,1.5,4.5
90,90,Javier Langarica,George Washington,A-10,43,750,17.4,1.7,4.5,1.5,3.5,0.1,1,1.1,1.4,1.3,3.1,4.3,0.5,0.4,0.9,1.1,2.3,4.5
91,91,Unique McLean,Massachusetts,A-10,56,1258,22.5,1.8,4.5,1.6,3.5,0.3,1,0.6,0.9,1.3,3,4.3,1.6,0.6,0.3,1.1,2.1,4.5
92,92,David Pekarek,Fordham,A-10,95,1577,16.6,1.6,4.5,0.8,1.6,0.8,3,0.5,0.8,0.4,2.1,2.5,0.7,0.4,0.3,1,1.5,4.5
93,93,TySean Powell,Duquesne,A-10,26,436,16.8,2.6,4.5,2.5,4.3,0.1,0.1,1,1.7,1.4,3.5,4.9,1.3,0.5,0.7,1.6,2.3,6.3
94,94,Dion Wiley,Saint Louis,A-10,27,403,14.9,1.4,4.5,0.3,0.6,1.1,3.9,0.5,0.9,0.1,0.7,0.9,0.5,0.1,0.1,0.4,1.2,4.5
95,95,D.J. Foreman,Saint Louis,A-10,68,1382,20.3,2.5,4.4,2.5,4.4,0,0,1.5,2.9,1.4,2.5,3.9,0.8,0.3,0.4,1.7,2.5,6.5
96,96,Steve McElvene,Dayton,A-10,32,588,18.4,2.7,4.4,2.7,4.4,0,0,0.8,1.2,1.8,3.8,5.6,0.5,0.2,1.7,1.3,2.9,6.1
97,97,Alex Mitola,George Washington,A-10,38,592,15.6,1.5,4.4,0.5,1.6,1,2.8,1.3,1.5,0.4,1,1.4,1.8,0.6,0,0.8,1.4,5.3
98,98,Zeke Moore,Saint Louis,A-10,29,604,20.8,1.6,4.4,0.7,2,0.9,2.4,1.1,1.5,0.3,1.7,2,0.9,0.6,0.2,0.9,1.7,5.3
99,99,Papa Ndao,Saint Joseph's,A-10,30,596,19.9,1.6,4.4,0.4,0.9,1.2,3.5,0.4,0.6,0.5,2.7,3.2,1,0.5,0.5,0.9,2.5,4.9
0,0,Ahmed Hamdy Mohamed,Virginia Commonwealth,A-10,70,870,12.4,2.1,4.3,2.1,4.3,0,0,1.4,2.4,1.4,2.2,3.5,0.2,0.3,0.5,1,2.2,5.6
1,1,Jhery Matos,Dayton,A-10,6,117,19.5,1.3,4.3,1.2,3,0.2,1.3,0.8,1.2,0.7,2.5,3.2,1.2,0.7,0,0.7,2.3,3.7
2,2,Collin Smith,George Washington,A-10,35,595,17,2,4.3,1.7,3.6,0.3,0.7,0.9,1.8,1.3,3.2,4.4,0.5,0.5,0.8,1.2,2.7,5.3
3,3,Xeyrius Williams,Dayton,A-10,77,1307,17,1.9,4.3,1.1,2.2,0.8,2.2,0.7,0.9,1,2.3,3.3,0.8,0.5,0.7,0.8,1.7,5.3
4,4,Jamir Moultrie,La Salle,A-10,37,440,11.9,1.6,4.2,0.7,1.7,0.9,2.5,0.6,0.8,0.1,0.6,0.8,0.4,0.4,0,0.6,1.4,4.8
5,5,Lamar Norman Jr.,Duquesne,A-10,27,340,12.6,1.7,4.2,0.8,1.6,1,2.6,0.3,0.4,0.3,1.3,1.6,0.4,0.5,0,0.4,1,4.8
6,6,Chas Brown,Duquesne,A-10,27,454,16.8,1.7,4.1,1.6,4.1,0.1,0.1,0.5,1.3,2,2.2,4.2,0.5,0.5,0.6,1.6,3.2,3.9
7,7,Rayshawn Miller,Massachusetts,A-10,43,843,19.6,1.5,4.1,0.7,1.7,0.7,2.4,0.3,0.4,0.2,1.1,1.3,1.5,0.3,0,0.9,1.2,4
8,8,Dana Tate,Rhode Island,A-10,33,523,15.8,1.6,4.1,1.2,2.6,0.5,1.5,0.2,0.5,0.7,2.2,2.9,0.7,0.3,0.2,0.5,1.5,4
9,9,Andre Berry,Rhode Island,A-10,64,773,12.1,2.5,4,2.5,4,0,0,0.9,1.3,1.2,1.7,2.9,0.2,0,0.2,0.9,1.6,5.9
10,10,Eric James,Duquesne,A-10,91,1330,14.6,1.7,4,1.3,2.5,0.4,1.5,0.9,1.4,1.1,2,3,0.8,0.6,0.2,1.1,1.4,4.7
11,11,Cheddi Mosely,La Salle,A-10,16,205,12.8,1.2,4,0.6,1.4,0.6,2.6,0.5,0.6,0.4,1.2,1.6,0.4,0.8,0.1,0.7,1.1,3.5
12,12,Chuba Ohams,Fordham,A-10,59,1038,17.6,1.7,4,1.6,3.6,0.1,0.4,0.7,1.5,1.3,3.5,4.8,0.7,0.7,0.9,1.4,2.5,4.1
13,13,Pierfrancesco Oliva,Saint Joseph's,A-10,77,1645,21.4,1.8,4,1.3,2.4,0.5,1.6,1.1,2.1,1.1,4.2,5.3,2.2,0.7,0.6,1.4,2.2,5
14,14,Tomas Verbinskis,Richmond,A-10,1,6,6,1,4,0,2,1,2,0,0,0,2,2,0,0,0,1,1,3
15,15,Jake Belford,Davidson,A-10,7,131,18.7,1.4,3.9,0.7,1.7,0.7,2.1,1.9,2.3,1.3,4,5.3,0.9,0.3,0.3,0.9,2,5.4
16,16,Andre Gustavson,Richmond,A-10,31,680,21.9,1.8,3.9,1.3,2.4,0.5,1.5,0.6,1,0.8,1.5,2.3,1.5,1.1,0.3,0.8,2.5,4.8
17,17,Fred Thatch Jr,Saint Louis,A-10,36,698,19.4,1.4,3.9,0.9,2.1,0.5,1.9,0.9,1.5,1.2,1.5,2.7,0.8,0.8,0.3,0.8,2.4,4.3
18,18,Sean Mobley,Virginia Commonwealth,A-10,63,1154,18.3,1.5,3.8,0.8,1.7,0.7,2,0.6,0.8,0.5,2.2,2.8,1.5,0.4,0.2,1.2,2,4.3
19,19,Tre Wood,Massachusetts,A-10,22,351,16,1.2,3.8,1,3.3,0.2,0.5,0.6,1.2,0.3,0.6,0.9,2.4,0.6,0,1.9,1.5,3.2
20,20,Noah Yates,Richmond,A-10,33,528,16,1.3,3.8,0.4,0.7,0.9,3,0.2,0.3,0.2,2.3,2.4,0.6,0.5,0.2,0.4,0.6,3.8
21,21,Lorenzo Edwards,Saint Joseph's,A-10,49,674,13.8,1.3,3.7,0.7,1.4,0.6,2.3,0.6,0.8,0.8,2.1,2.9,0.4,0.3,0.7,0.4,1.7,3.9
22,22,Anthony Longpre,Saint Joseph's,A-10,59,1015,17.2,1.3,3.7,0.6,1.9,0.7,1.8,0.6,0.9,0.5,2.7,3.2,0.8,0.3,0.3,0.6,1.4,3.8
23,23,Christion Thompson,Rhode Island,A-10,88,1653,18.8,1.3,3.7,0.6,1.4,0.6,2.3,1,1.5,0.8,1.9,2.7,1,0.9,0.4,0.7,2.4,4.2
24,24,Kale Abrahamson,Duquesne,A-10,23,260,11.3,1.3,3.6,0.7,1.2,0.7,2.4,0.7,1.4,0.5,1,1.4,0.4,0.1,0,0.7,1.2,4.1
25,25,Kostas Antetokounmpo,Dayton,A-10,29,438,15.1,2,3.5,1.9,3,0.1,0.5,1.1,2.2,0.8,2,2.9,0.4,0.2,1.1,1.3,2.3,5.2
26,26,Izaiah Brockington,St. Bonaventure,A-10,34,396,11.6,1.5,3.5,0.9,1.9,0.6,1.6,0.6,1.1,0.2,1,1.2,0.9,0.4,0.1,0.4,0.8,4.3
27,27,Nelson Kaputo,St. Bonaventure,A-10,115,1646,14.3,1.3,3.5,0.5,1.1,0.9,2.4,0.5,0.5,0.1,1.1,1.2,1.3,0.6,0,0.8,1.2,4
28,28,Darius Lewis,Duquesne,A-10,64,1112,17.4,2,3.5,2,3.5,0,0,1,1.9,1.4,3.9,5.3,0.6,0.2,1.1,1.4,3,5
29,29,Earl Watson,Rhode Island,A-10,32,615,19.2,2.1,3.5,2.1,3.5,0,0,1.4,2.3,1.8,3.4,5.2,0.2,0.3,1,0.8,2.9,5.6
30,30,Greg Calixte,George Mason,A-10,63,1047,16.6,2.1,3.4,2.1,3.4,0,0,0.6,1.5,1.1,2.8,3.9,0.3,0.2,0.4,0.8,2,4.8
31,31,Brendan Casper,Saint Joseph's,A-10,42,586,14,1.5,3.4,1.4,2.7,0.1,0.7,0.7,1.1,0.7,1.7,2.4,1,0.7,0,0.7,1.8,3.9
32,32,Malik Crowfield,Virginia Commonwealth,A-10,96,1519,15.8,1.3,3.4,0.2,0.5,1,2.8,0.3,0.4,0.3,1,1.2,0.9,0.5,0.1,0.5,1,3.8
33,33,Demetrius Henry,La Salle,A-10,29,552,19,2.1,3.4,2.1,3.4,0,0,1.6,2.4,1.5,2.4,3.9,0.7,0.3,0.6,1.5,2.9,5.8
34,34,Malik Hines,Massachusetts,A-10,80,1407,17.6,2.2,3.4,2.2,3.4,0,0,0.9,1.4,1.5,2.7,4.2,0.5,0.3,0.7,1.2,2.2,5.3
35,35,Jared Kimbrough,La Salle,A-10,29,547,18.9,2.1,3.4,2.1,3.4,0,0,0.9,1.6,2,2.9,4.9,0.7,0.5,0.7,1.2,2.6,5
36,36,Jermaine Harris,Rhode Island,A-10,33,569,17.2,1.5,3.3,1.5,3,0,0.3,1.5,1.9,1,1.9,2.8,0.4,0.5,0.3,1.3,2.8,4.4
37,37,Oskar Michelsen,Davidson,A-10,87,1259,14.5,1.3,3.3,0.5,0.8,0.8,2.5,0.5,0.8,0.4,1.5,1.9,0.7,0.3,0.2,0.5,1.8,4
38,38,Jordan Roland,George Washington,A-10,70,866,12.4,1.4,3.3,0.8,1.6,0.6,1.7,0.5,0.6,0.3,0.9,1.2,0.8,0.5,0.2,0.4,1.1,3.9
39,39,Solly Stansbury,Richmond,A-10,17,214,12.6,1.2,3.3,0.9,2,0.2,1.3,0.5,0.8,0.6,1,1.6,0.7,0.7,0.1,0.7,1.8,3.1
40,40,Vince Williams,Virginia Commonwealth,A-10,33,512,15.5,1.5,3.3,1.3,2.5,0.2,0.8,1.7,2.4,1,2.3,3.3,1,1,0.4,1.5,2,4.9
41,41,Ed Croswell,La Salle,A-10,31,591,19.1,1.8,3.2,1.8,3.2,0,0,1.1,1.7,3.2,3.8,7,0.6,0.5,0.7,1.4,2.1,4.6
42,42,Samba Diallo,Massachusetts,A-10,25,423,16.9,1.4,3.2,1.2,2.5,0.2,0.7,0.6,1.4,1,2.3,3.4,0.5,0.4,0.1,1,2,3.5
43,43,Matt Hart,George Washington,A-10,73,822,11.3,1.4,3.2,0.6,1.4,0.8,1.8,0.5,0.6,0.2,0.9,1.2,0.6,0.3,0,0.5,1,4
44,44,Mar'Qywell Jackson,Duquesne,A-10,25,263,10.5,1.2,3.2,0.4,1,0.8,2.2,0.6,1,0.6,1.5,2,0.4,0.2,0.1,0.5,1.6,3.7
45,45,Jordan Robinson,Duquesne,A-10,73,948,13,1.7,3.2,1.7,3.2,0,0,1,1.6,1.2,2,3.2,0.4,0.1,0.3,0.6,1.8,4.5
46,46,Jordan Watkins,Davidson,A-10,72,1104,15.3,1.2,3.2,0.3,0.7,0.9,2.5,0.4,0.5,0.3,1.2,1.5,0.9,0.3,0,0.6,1.2,3.6
47,47,Chris Baldwin,Massachusetts,A-10,53,651,12.3,1.3,3.1,1,2.1,0.3,1,0.3,0.4,1,2.3,3.3,0.4,0.2,0.5,0.8,1.8,3.2
48,48,Marcus Bartley,Saint Louis,A-10,32,467,14.6,1.2,3.1,0.3,0.8,0.9,2.3,0.5,0.6,0,0.7,0.8,1.3,0.4,0.1,0.7,2.2,3.8
49,49,Jamal Hartwell II,George Mason,A-10,31,344,11.1,1.1,3.1,0.3,1.3,0.8,1.8,0.2,0.3,0.1,0.4,0.5,0.7,0.1,0,0.5,1.1,3.2
50,50,Julius Johnson,Richmond,A-10,124,2017,16.3,1.2,3.1,0.5,1,0.7,2.1,0.4,0.5,0.4,1.4,1.7,0.8,0.4,0.1,0.5,1.8,3.5
51,51,Nemanja Zarkovic,Fordham,A-10,42,779,18.5,1,3.1,0.3,0.9,0.7,2.2,0.3,0.4,0.4,1.1,1.5,1.3,0.6,0,0.5,2.1,2.9
52,52,Seth Berger,Massachusetts,A-10,63,931,14.8,1.5,3,1.2,2,0.3,1,0.6,1,0.8,2,2.8,0.4,0.6,0.2,0.6,2.1,3.9
53,53,Miles Brookins,La Salle,A-10,57,855,15,1.6,3,1.6,2.8,0,0.2,1.1,1.3,1,1.3,2.3,0.4,0.2,0.5,0.9,2.6,4.4
54,54,Dwayne Cohill,Dayton,A-10,33,509,15.4,1.3,3,1.1,2,0.2,1,0.6,0.9,0.1,0.9,1,0.8,0.4,0.1,0.8,1.8,3.5
55,55,Zach Coleman,Massachusetts,A-10,40,578,14.5,1,3,0.7,1.6,0.3,1.4,0.8,1.3,1.2,2.3,3.5,0.9,0.5,0.3,0.6,1.7,2.9
56,56,Carter Collins,Davidson,A-10,59,938,15.9,1.4,3,0.9,1.5,0.5,1.5,0.6,0.8,0.6,1.8,2.4,0.6,0.5,0.1,0.6,1.6,3.7
57,57,John Crosby,Dayton,A-10,90,1098,12.2,1.1,3,0.8,2.2,0.3,0.8,0.6,1,0.2,1.4,1.6,1.3,0.2,0,1,1.1,3
58,58,Nathan Ekwu,Davidson,A-10,66,941,14.3,1.6,3,1.5,2.8,0,0.2,1,1.7,1.3,2.9,4.3,0.6,0.3,0.7,0.8,2.6,4.2
59,59,Karl Harris,La Salle,A-10,25,268,10.7,1,3,0.5,1.3,0.5,1.7,0.2,0.5,0.2,1.1,1.4,0.3,0.1,0.2,0.4,1.2,2.6
60,60,Cavit Havsa,Fordham,A-10,49,1013,20.7,1.4,3,1,1.7,0.3,1.3,0.4,0.6,0.3,1.2,1.6,2.4,0.8,0.1,1.3,1.3,3.6
61,61,Troy Holston,Saint Joseph's,A-10,27,236,8.7,1.1,3,0.4,0.8,0.7,2.2,0.1,0.3,0.2,0.6,0.8,0.1,0.2,0.1,0.3,1,3
62,62,Sam Miller,Dayton,A-10,53,583,11,1.3,2.9,0.8,1.5,0.5,1.4,0.9,1.2,0.6,1.2,1.8,0.3,0.2,0.3,1,1.7,3.9
63,63,Rusty Reigel,Davidson,A-10,95,1913,20.1,1.2,2.9,0.5,1,0.7,1.8,0.5,0.7,0.6,2.2,2.8,1.5,0.3,0.1,0.8,1.9,3.6
64,64,Corey Douglas,Virginia Commonwealth,A-10,33,470,14.2,1.5,2.8,1.4,2.7,0.1,0.2,0.6,1.2,1.4,2.1,3.5,0.4,0.3,1.5,0.8,2.2,3.5
65,65,Tshiefu Ngalakulondi,St. Bonaventure,A-10,37,376,10.2,1.2,2.8,0.8,1.7,0.4,1.1,0.1,0.3,0.6,1.9,2.5,0.4,0.5,0.4,0.5,1.2,3
66,66,A.J. Wilson,George Mason,A-10,61,685,11.2,1.4,2.8,1.3,2.5,0.1,0.3,0.9,1.6,1.2,1.6,2.8,0.1,0.4,1.1,0.6,1.7,3.7
67,67,Sy Chatman,Massachusetts,A-10,29,410,14.1,1.4,2.7,1.2,2.3,0.1,0.4,0.8,1.3,1,1.1,2.1,0.3,0.3,0.6,0.7,2.1,3.7
68,68,Jason Douglas-Stanley,George Mason,A-10,22,200,9.1,0.6,2.7,0.1,0.5,0.5,2.1,0.1,0.2,0.1,0.4,0.5,0.2,0.1,0,0.4,0.9,2
69,69,Amadi Ikpeze,St. Bonaventure,A-10,90,1057,11.7,1.3,2.7,1.3,2.7,0,0,0.6,1,0.7,1.8,2.5,0.1,0.2,0.4,0.6,2.2,3.2
70,70,Austin Rotroff,Duquesne,A-10,19,252,13.3,1.5,2.7,1.3,2.4,0.2,0.4,1.1,1.4,0.8,1.6,2.4,0.2,0.1,0.5,0.7,2.3,4.2
71,71,Matej Svoboda,Dayton,A-10,28,318,11.4,0.9,2.7,0.6,1.1,0.3,1.6,0.1,0.1,0.3,0.9,1.2,0.6,0.1,0.1,0.9,1.6,2.2
72,72,Deion Taylor,Richmond,A-10,30,650,21.7,1.5,2.7,1.2,1.7,0.3,1,0.4,0.9,0.6,2.8,3.4,1.6,0.6,0.7,0.9,2.5,3.8
73,73,Rohan Brown,La Salle,A-10,23,421,18.3,1.5,2.6,1.3,1.8,0.3,0.8,0.6,1.1,1.3,2.3,3.6,0.7,0.6,0.2,1,1.5,3.9
74,74,Yevgen Sakhniuk,La Salle,A-10,36,340,9.4,1.6,2.6,1.6,2.5,0,0.2,0.5,1.2,0.6,0.8,1.4,0.6,0.3,0.3,1,1.6,3.7
75,75,Nych Smith,Fordham,A-10,19,194,10.2,1.1,2.6,0.7,1.2,0.4,1.4,0.5,0.6,0,0.7,0.7,0.9,0.4,0.1,0.4,0.6,3.1
76,76,Jesse Bunting,Fordham,A-10,86,1149,13.4,1.4,2.5,1.4,2.4,0,0.1,0.7,0.9,1.3,1.5,2.8,0.3,0.5,0.4,0.5,1.7,3.5
77,77,Onyi Eyisi,Fordham,A-10,32,461,14.4,1.4,2.5,1.4,2.5,0,0,0.8,1.4,2,2,4,0.3,0.3,0.8,0.7,2.9,3.6
78,78,Brison Gresham,Massachusetts,A-10,28,337,12,1.5,2.5,1.5,2.5,0,0,0.3,0.9,1.1,2.1,3.2,0.3,0.1,1,0.5,2.1,3.3
79,79,Derrick Woods,St. Bonaventure,A-10,30,394,13.1,1.4,2.5,1.4,2.4,0,0,0.7,1,0.8,1.5,2.4,0.1,0.1,0.6,1,2.3,3.5
80,80,Djery Baptiste,Massachusetts,A-10,20,358,17.9,1.2,2.4,1.2,2.4,0,0,0.5,1.1,1.8,2.3,4.1,0.3,0.3,1.2,1.1,2.6,2.9
81,81,Michael Gilmore,Virginia Commonwealth,A-10,63,583,9.3,1.2,2.4,0.8,1.3,0.4,1,0.3,0.5,0.6,2,2.6,0.4,0.3,0.2,0.8,1.7,3
82,82,Kameron Murrell,George Mason,A-10,53,497,9.4,0.5,2.4,0.1,0.7,0.4,1.7,0.4,0.5,0.3,0.8,1.1,0.4,0.2,0.1,0.4,0.9,1.8
83,83,Tydus Verhoeven,Duquesne,A-10,32,625,19.5,1.3,2.4,1.3,2.4,0,0,0.6,1.2,1.4,1.9,3.3,0.9,0.2,2.2,0.8,2.9,3.1
84,84,Kieran Hayward,Massachusetts,A-10,24,168,7,0.8,2.3,0.1,0.2,0.7,2.1,0,0,0.1,0.4,0.5,0.3,0.1,0.1,0.5,1,2.2
85,85,Dusan Kovacevic,Davidson,A-10,56,504,9,0.9,2.3,0.8,1.7,0.1,0.6,0.3,0.5,0.6,1.5,2.2,0.6,0.1,0.2,0.8,1.6,2.3
86,86,Andrew McAuliffe,Davidson,A-10,57,611,10.7,1.3,2.3,1.3,2.2,0,0.1,0.2,0.5,0.6,1.3,1.9,0.5,0.2,0.3,0.7,1.9,2.8
87,87,Nakye Sanders,Duquesne,A-10,62,883,14.2,1.4,2.3,1.4,2.3,0,0,0.7,1.7,1.5,2.9,4.4,0.6,0.3,0.9,0.9,2.7,3.5
88,88,Nicola Akele,Rhode Island,A-10,96,1125,11.7,1,2.2,0.7,1.4,0.3,0.7,0.3,0.5,0.8,1.4,2.2,0.5,0.3,0.3,0.3,1.7,2.6
89,89,Amari Kelly,Duquesne,A-10,29,308,10.6,1,2.2,0.9,1.9,0,0.3,0.1,0.3,1,1.1,2.1,0.3,0.2,0.7,1.1,2.2,2.1
90,90,Justin Williams,George Washington,A-10,59,695,11.8,1.2,2.2,1,1.9,0.1,0.4,0.4,0.6,1,1.5,2.5,0.4,0.4,0.2,0.3,0.9,2.9
91,91,Spencer Littleson,Duquesne,A-10,25,209,8.4,0.5,2,0.1,0.4,0.4,1.5,0.2,0.4,0.2,0.9,1.1,0.7,0.2,0,0.3,0.6,1.6
92,92,Chinonso Obokoh,St. Bonaventure,A-10,5,55,11,1,2,1,2,0,0,0,0.2,0.6,1,1.6,0,0.2,1.4,1,3,2
93,93,Omar Silverio,Rhode Island,A-10,28,219,7.8,0.6,2,0.3,0.9,0.4,1.1,0.2,0.4,0.2,0.8,1,0.6,0.3,0,0.5,0.8,1.9
94,94,Jordan Tyson,St. Bonaventure,A-10,23,364,15.8,0.9,2,0.9,2,0,0,0.6,1.2,1,2.3,3.2,0,0.1,1.1,1,2.7,2.3
95,95,KC Hankton,Saint Louis,A-10,22,123,5.6,0.5,1.9,0.2,0.7,0.3,1.1,0.3,0.4,0.4,0.6,1,0.1,0.1,0,0.1,0.5,1.7
96,96,Kevin Marfo,George Washington,A-10,23,205,8.9,0.7,1.9,0.7,1.9,0,0,1.3,2.4,1.2,1.6,2.8,0.2,0.3,0.3,0.9,1.3,2.7
97,97,Julian Royal,George Mason,A-10,7,32,4.6,0.6,1.9,0.6,1.1,0,0.7,0.3,0.4,0.4,0.3,0.7,0,0.1,0.3,0.7,0.6,1.4
98,98,Josh Steel,Duquesne,A-10,31,278,9,0.9,1.9,0.3,0.6,0.6,1.3,0.2,0.3,0.2,0.7,0.9,0.7,0.3,0,0.5,1.3,2.7
99,99,Tyler Bergantino,Massachusetts,A-10,29,541,18.7,1.2,1.8,1.2,1.8,0,0,0.2,0.5,1.2,2.2,3.4,0.3,0.3,0.9,0.3,2,2.7
0,0,Marcus Foster,Creighton,Big East,68,2125,31.3,7.2,15.3,4.8,8.8,2.5,6.5,2.1,2.9,0.5,2.9,3.4,2.5,0.8,0.1,2.2,1.8,19
1,1,Ben Bentil,Providence,Big East,35,1198,34.2,7,15.2,5.5,10.7,1.5,4.5,5.5,7.1,2.7,5,7.7,1.1,0.9,1,1.9,2.8,21.1
2,2,Shamorie Ponds,St. John's (NY),Big East,96,3378,35.2,6.6,15.1,4.6,9.1,1.9,5.9,4.4,5.2,1.1,3.4,4.5,4.3,2.3,0.2,2.2,1.8,19.5
3,3,Isaiah Whitehead,Seton Hall,Big East,34,1098,32.3,5.7,15.1,3.3,8.5,2.4,6.5,4.4,5.8,0.5,3.1,3.6,5.1,1.2,1.4,3.5,2.3,18.2
4,4,Max Strus,DePaul,Big East,66,2413,36.6,6.1,14.5,3.2,6.2,2.9,8.4,3.4,4.2,1.3,4.5,5.8,2.5,1.1,0.5,2.3,2.9,18.6
5,5,Markus Howard,Marquette,Big East,99,2890,29.2,6.3,14,3.2,6.7,3.2,7.3,3.9,4.3,0.4,2.8,3.1,3,1,0.1,2.8,2.4,19.7
6,6,Kelan Martin,Butler,Big East,102,3161,31,6.1,13.8,4.1,8.3,2,5.6,3.5,4.4,1.2,5.1,6.3,1.4,0.7,0.5,2,2.2,17.7
7,7,Rodney Pryor,Georgetown,Big East,32,1044,32.6,6.6,13.8,4,7.4,2.6,6.4,2.2,2.9,1,4,5,1.3,0.8,0.7,1.7,2.3,18
8,8,Henry Ellenson,Marquette,Big East,33,1107,33.5,5.9,13.2,5,10,0.9,3.2,4.3,5.8,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17
9,9,Trevon Bluiett,Xavier,Big East,105,3505,33.4,5.6,12.8,3,6.2,2.6,6.6,3.9,4.9,1,4.8,5.8,2.2,0.8,0.2,1.9,2.3,17.6
10,10,D'Vauntes Smith-Rivera,Georgetown,Big East,33,1168,35.4,5.2,12.6,3,5.9,2.2,6.7,3.5,4.3,0.7,3,3.6,4.5,1.5,0.3,2.1,2.4,16.2
11,11,Kris Dunn,Providence,Big East,33,1088,33,5.6,12.5,4.3,9,1.3,3.4,4,5.8,1.1,4.2,5.3,6.2,2.5,0.6,3.5,2.8,16.4
12,12,Myles Powell,Seton Hall,Big East,101,3088,30.6,5.4,12.5,2.7,5.1,2.7,7.4,3.1,3.8,0.6,2.4,3,2.2,1.3,0.2,2,2.2,16.5
13,13,Khadeen Carrington,Seton Hall,Big East,101,3268,32.4,5.2,12.3,3.5,7.6,1.7,4.7,3.5,4.6,0.5,2.6,3.1,3.3,1.1,0.2,2.2,1.9,15.6
14,14,Marcus LoVett,St. John's (NY),Big East,37,1177,31.8,5.5,12.2,3.8,7.6,1.8,4.6,2.8,3.6,0.5,2.2,2.8,3.4,1.5,0,2.5,2.1,15.7
15,15,Kamar Baldwin,Butler,Big East,102,3236,31.7,5.5,12,4.2,8.3,1.2,3.7,2,2.5,0.5,4,4.5,2.6,1.6,0.4,2.1,2.5,14.2
16,16,Josh Hart,Villanova,Big East,76,2448,32.2,6.1,12,4.4,7.6,1.7,4.4,3,4,1.6,4.9,6.6,2.4,1.3,0.3,1.8,2.2,17
17,17,Desi Rodriguez,Seton Hall,Big East,98,2876,29.3,5.6,11.7,4.2,7.9,1.4,3.8,2.6,3.7,1.3,3.7,5,1.7,1.2,0.4,1.9,2.3,15.1
18,18,Kellen Dunham,Butler,Big East,33,1069,32.4,5,11.5,2.4,5.3,2.6,6.2,3.5,4.2,0.5,2,2.5,1.5,0.7,0.1,1.5,1.7,16.2
