,Unnamed: 0,Player,Season,Team,League,Age,VORP,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
33,33,Steve Nash,2011-12,PHO,NBA,37,0.7,62,62,31.6,4.8,9.0,3.9,6.7,0.9,2.3,2.0,2.3,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,12.5,0.532,0.58,0.39,0.581,0.894,0.625
34,34,Rasho Nesterovic,2005-06,SAS,NBA,29,0.7,80,51,18.9,2.2,4.2,2.2,4.2,0.0,0.0,0.2,0.4,1.4,2.4,3.9,0.4,0.3,1.1,0.7,2.6,4.5,0.515,0.518,0.0,0.515,0.6,0.521
35,35,Shaquille O'Neal,2010-11,BOS,NBA,38,0.7,37,36,20.3,3.6,5.4,3.6,5.4,0.0,0.0,2.0,3.5,1.3,3.5,4.8,0.7,0.4,1.1,1.5,3.2,9.2,0.667,0.667,,0.667,0.557,0.659
36,36,Kyle O'Quinn,2013-14,ORL,NBA,23,0.7,69,19,17.2,2.7,5.4,2.7,5.3,0.0,0.0,0.8,1.2,1.4,3.8,5.3,1.1,0.6,1.3,1.1,2.4,6.2,0.501,0.505,0.0,0.501,0.687,0.526
37,37,Emeka Okafor,2009-10,NOH,NBA,27,0.7,82,82,28.9,4.2,8.0,4.2,8.0,0.0,0.0,1.9,3.3,3.1,6.0,9.0,0.7,0.7,1.5,1.4,2.7,10.4,0.53,0.53,,0.53,0.562,0.547
38,38,Mehmet Okur,2002-03,DET,NBA,23,0.7,72,9,19.0,2.5,5.9,2.0,4.3,0.5,1.6,1.3,1.8,1.6,3.0,4.7,1.0,0.3,0.5,0.9,2.3,6.9,0.426,0.457,0.33899999999999997,0.47,0.733,0.514
39,39,Hakeem Olajuwon,2001-02,TOR,NBA,39,0.7,61,37,22.6,3.2,6.9,3.2,6.8,0.0,0.0,0.8,1.4,1.6,4.4,6.0,1.1,1.2,1.5,1.6,2.4,7.1,0.46399999999999997,0.466,0.0,0.46399999999999997,0.56,0.478
40,40,Greg Ostertag,2001-02,UTA,NBA,28,0.7,74,14,15.0,1.2,2.7,1.2,2.7,0.0,0.0,0.9,1.8,1.7,2.5,4.2,0.7,0.2,1.5,0.7,2.1,3.3,0.45299999999999996,0.45299999999999996,,0.45299999999999996,0.485,0.474
41,41,Zaza Pachulia,2005-06,ATL,NBA,21,0.7,78,78,31.4,3.9,8.7,3.9,8.7,0.0,0.0,3.8,5.2,3.4,4.5,7.9,1.7,1.1,0.5,2.3,3.7,11.7,0.451,0.452,0.0,0.451,0.735,0.53
42,42,Zaza Pachulia,2017-18,GSW,NBA,33,0.7,69,57,14.1,2.2,3.8,2.2,3.8,0.0,0.0,1.1,1.3,1.3,3.4,4.7,1.6,0.6,0.2,1.0,1.8,5.4,0.564,0.5670000000000001,0.0,0.564,0.8059999999999999,0.612
43,43,Kendrick Perkins,2005-06,BOS,NBA,21,0.7,68,40,19.6,2.0,3.9,2.0,3.9,0.0,0.0,1.2,1.9,2.1,3.9,5.9,1.0,0.3,1.5,1.6,2.9,5.2,0.515,0.519,0.0,0.515,0.615,0.5479999999999999
44,44,Morris Peterson,2002-03,TOR,NBA,25,0.7,82,80,36.0,5.1,13.1,3.7,8.9,1.4,4.2,2.4,3.0,1.2,3.2,4.4,2.3,1.1,0.4,1.6,2.8,14.1,0.392,0.418,0.337,0.446,0.789,0.488
45,45,Theo Ratliff,2004-05,POR,NBA,31,0.7,63,45,27.5,1.8,4.1,1.8,4.1,0.0,0.0,1.2,1.7,1.8,3.5,5.3,0.5,0.4,2.5,0.9,2.9,4.8,0.447,0.447,,0.447,0.6920000000000001,0.5
46,46,J.J. Redick,2013-14,LAC,NBA,29,0.7,35,34,28.2,5.2,11.4,3.1,6.1,2.1,5.3,2.8,3.0,0.3,1.9,2.1,2.2,0.8,0.1,1.2,1.9,15.2,0.455,0.507,0.395,0.546,0.915,0.598
47,47,Josh Richardson,2015-16,MIA,NBA,22,0.7,52,2,21.3,2.4,5.2,1.3,3.0,1.0,2.2,0.8,1.2,0.4,1.7,2.1,1.4,0.7,0.5,0.7,2.1,6.6,0.452,0.446,0.461,0.55,0.667,0.569
48,48,Quentin Richardson,2003-04,LAC,NBA,23,0.7,65,64,36.0,6.5,16.4,4.7,11.2,1.8,5.2,2.3,3.1,2.2,4.1,6.4,2.1,1.0,0.3,2.2,2.0,17.2,0.39799999999999996,0.42,0.35200000000000004,0.45399999999999996,0.74,0.484
49,49,Andre Roberson,2014-15,OKC,NBA,23,0.7,67,65,19.2,1.4,3.0,1.1,1.7,0.3,1.3,0.3,0.7,0.9,2.9,3.8,1.0,0.8,0.4,0.7,2.1,3.4,0.45799999999999996,0.612,0.247,0.51,0.479,0.513
50,50,Eddie Robinson,2000-01,CHH,NBA,24,0.7,67,6,17.9,3.2,6.1,3.2,6.0,0.0,0.1,1.0,1.3,0.9,2.1,3.0,0.9,0.7,0.5,0.6,1.0,7.4,0.531,0.531,0.5,0.5329999999999999,0.727,0.5589999999999999
51,51,Glenn Robinson,2002-03,ATL,NBA,30,0.7,69,68,37.6,7.8,18.1,6.5,14.3,1.3,3.8,3.9,4.4,1.2,5.4,6.6,3.0,1.3,0.4,3.6,2.7,20.8,0.43200000000000005,0.456,0.342,0.46799999999999997,0.8759999999999999,0.519
52,52,Nate Robinson,2006-07,NYK,NBA,22,0.7,64,5,21.2,3.5,8.2,2.3,4.8,1.3,3.3,1.7,2.2,0.9,1.5,2.4,1.4,0.8,0.1,1.1,2.5,10.1,0.434,0.465,0.39,0.513,0.777,0.552
53,53,Michael Ruffin,2004-05,WAS,NBA,28,0.7,79,7,16.0,0.5,1.3,0.5,1.2,0.0,0.0,0.4,0.8,2.0,2.2,4.2,0.8,0.5,0.5,0.6,2.4,1.4,0.414,0.418,0.0,0.414,0.433,0.43200000000000005
54,54,Bryon Russell,2004-05,DEN,NBA,34,0.7,70,2,14.7,1.4,3.6,0.6,1.5,0.8,2.1,0.9,1.1,0.7,1.7,2.5,1.0,0.6,0.2,0.5,1.9,4.4,0.377,0.379,0.376,0.488,0.792,0.537
55,55,D'Angelo Russell,2016-17,LAL,NBA,20,0.7,63,60,28.7,5.6,13.8,3.4,7.7,2.1,6.1,2.3,3.0,0.5,3.0,3.5,4.8,1.4,0.3,2.8,2.1,15.6,0.405,0.447,0.35200000000000004,0.483,0.782,0.518
56,56,Dennis Schroder,2017-18,ATL,NBA,24,0.7,67,67,31.0,7.5,17.1,6.3,13.2,1.1,3.9,3.4,4.0,0.7,2.4,3.1,6.2,1.1,0.1,2.7,2.2,19.4,0.436,0.48,0.29,0.469,0.8490000000000001,0.515
57,57,Thabo Sefolosha,2011-12,OKC,NBA,27,0.7,42,42,21.8,1.6,3.7,0.9,2.0,0.7,1.7,0.9,1.0,0.5,2.5,3.0,1.1,0.9,0.4,1.0,1.9,4.8,0.43200000000000005,0.429,0.43700000000000006,0.532,0.884,0.584
58,58,Iman Shumpert,2012-13,NYK,NBA,22,0.7,45,45,22.1,2.4,6.1,1.3,3.3,1.1,2.8,0.8,1.0,0.7,2.3,3.0,1.7,1.0,0.2,0.8,2.2,6.8,0.396,0.392,0.402,0.489,0.7659999999999999,0.516
59,59,Charles Smith,2001-02,SAS,NBA,26,0.7,60,22,19.0,3.0,7.1,2.5,5.0,0.6,2.2,0.7,1.1,0.6,1.7,2.2,1.3,0.9,0.7,1.0,1.9,7.4,0.425,0.495,0.267,0.466,0.6459999999999999,0.483
60,60,Tony Snell,2016-17,MIL,NBA,25,0.7,80,80,29.2,3.1,6.8,1.3,2.3,1.8,4.4,0.6,0.7,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,0.455,0.5479999999999999,0.406,0.588,0.81,0.603
61,61,Greg Stiemsma,2013-14,NOP,NBA,28,0.7,55,20,18.3,1.3,2.2,1.3,2.2,0.0,0.0,0.3,0.6,1.3,2.8,4.1,0.7,0.6,1.0,0.8,3.1,2.9,0.574,0.579,0.0,0.574,0.594,0.584
62,62,Peja Stojakovic,2008-09,NOH,NBA,31,0.7,61,59,34.2,4.7,11.8,2.3,5.5,2.4,6.3,1.5,1.7,0.7,3.6,4.3,1.2,0.9,0.0,0.8,1.7,13.3,0.39899999999999997,0.424,0.37799999999999995,0.5,0.894,0.531
63,63,Rodney Stuckey,2009-10,DET,NBA,23,0.7,73,67,34.2,6.2,15.2,5.9,14.1,0.2,1.1,4.1,4.9,0.9,2.9,3.8,4.8,1.4,0.2,2.2,2.8,16.6,0.405,0.418,0.228,0.413,0.833,0.479
64,64,Stromile Swift,2003-04,MEM,NBA,24,0.7,77,10,19.8,3.5,7.4,3.5,7.4,0.0,0.1,2.5,3.4,1.8,3.1,4.9,0.5,0.7,1.5,1.1,2.4,9.4,0.469,0.47100000000000003,0.25,0.47,0.725,0.53
65,65,Wally Szczerbiak,2008-09,CLE,NBA,31,0.7,74,5,20.6,2.4,5.4,1.5,3.1,0.9,2.3,1.2,1.4,0.6,2.6,3.1,1.1,0.4,0.1,0.7,1.8,7.0,0.45,0.478,0.41100000000000003,0.536,0.8490000000000001,0.581
66,66,Mirza Teletovic,2015-16,PHO,NBA,30,0.7,79,1,21.3,4.2,9.8,1.9,4.0,2.3,5.8,1.5,2.0,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2,0.42700000000000005,0.47600000000000003,0.39299999999999996,0.544,0.774,0.5710000000000001
67,67,Jason Terry,2014-15,HOU,NBA,37,0.7,77,18,21.3,2.4,5.8,0.8,1.6,1.6,4.2,0.5,0.6,0.2,1.4,1.6,1.9,0.9,0.2,1.0,1.5,7.0,0.42200000000000004,0.504,0.39,0.563,0.813,0.579
68,68,Jason Terry,2012-13,BOS,NBA,35,0.7,79,24,26.9,3.6,8.2,2.0,4.0,1.6,4.2,1.4,1.7,0.2,1.8,2.0,2.5,0.8,0.1,1.3,1.4,10.1,0.434,0.498,0.37200000000000005,0.529,0.87,0.5660000000000001
69,69,Tim Thomas,2007-08,LAC,NBA,30,0.7,63,51,30.8,4.6,11.2,3.3,6.9,1.3,4.3,1.8,2.4,1.0,4.1,5.1,2.7,0.6,0.5,1.6,3.0,12.4,0.413,0.479,0.306,0.47200000000000003,0.752,0.505
70,70,Jason Thompson,2009-10,SAC,NBA,23,0.7,75,58,31.4,4.9,10.5,4.9,10.3,0.0,0.1,2.6,3.7,3.0,5.5,8.5,1.7,0.5,1.0,1.9,3.7,12.5,0.47200000000000003,0.47700000000000004,0.1,0.473,0.715,0.518
71,71,Tristan Thompson,2018-19,CLE,NBA,27,0.7,43,40,27.9,4.7,8.8,4.7,8.8,0.0,0.0,1.6,2.5,4.0,6.2,10.2,2.0,0.7,0.4,1.4,2.1,10.9,0.529,0.529,,0.529,0.642,0.551
72,72,Anthony Tolliver,2015-16,DET,NBA,30,0.7,72,5,18.6,1.8,4.6,0.4,0.8,1.4,3.8,0.4,0.7,0.5,2.6,3.2,0.7,0.4,0.2,0.4,1.2,5.3,0.386,0.5,0.36,0.5329999999999999,0.617,0.5429999999999999
73,73,Robert Traylor,2002-03,NOH,NBA,25,0.7,69,0,12.3,1.5,3.4,1.5,3.4,0.0,0.0,0.8,1.3,1.6,2.2,3.8,0.7,0.7,0.5,0.8,2.2,3.9,0.44299999999999995,0.444,0.33299999999999996,0.445,0.648,0.486
74,74,Ekpe Udoh,2011-12,TOT,NBA,24,0.7,61,11,21.1,2.1,4.8,2.1,4.8,0.0,0.0,1.4,1.9,1.6,2.5,4.2,0.9,0.7,1.7,0.9,2.9,5.6,0.431,0.433,0.0,0.431,0.754,0.493
75,75,Ime Udoka,2007-08,SAS,NBA,30,0.7,73,0,18.0,2.2,5.1,1.3,2.9,0.8,2.3,0.6,0.8,0.5,2.6,3.1,0.9,0.8,0.2,0.8,1.7,5.8,0.424,0.467,0.37,0.505,0.759,0.528
76,76,Jonas Valanciunas,2016-17,TOR,NBA,24,0.7,80,80,25.8,4.9,8.8,4.9,8.8,0.0,0.0,2.2,2.7,2.8,6.7,9.5,0.7,0.5,0.8,1.3,2.7,12.0,0.557,0.557,0.5,0.5579999999999999,0.8109999999999999,0.601
77,77,Keith Van Horn,2004-05,TOT,NBA,29,0.7,62,16,24.2,4.1,9.1,3.3,6.8,0.9,2.3,2.1,2.5,1.4,3.3,4.7,1.2,0.6,0.3,1.3,2.7,11.2,0.456,0.48100000000000004,0.38,0.504,0.815,0.55
78,78,Anderson Varejao,2004-05,CLE,NBA,22,0.7,54,0,16.0,1.8,3.6,1.8,3.5,0.0,0.0,1.3,2.4,2.0,2.7,4.8,0.5,0.8,0.7,0.5,2.3,4.9,0.513,0.518,0.0,0.513,0.535,0.534
79,79,Anderson Varejao,2010-11,CLE,NBA,28,0.7,31,31,32.1,3.7,7.0,3.7,6.9,0.0,0.1,1.7,2.6,3.2,6.5,9.7,1.5,0.9,1.2,1.3,2.8,9.1,0.528,0.5329999999999999,0.0,0.528,0.667,0.56
80,80,Dwyane Wade,2018-19,MIA,NBA,37,0.7,71,1,26.0,5.7,13.1,4.5,9.6,1.2,3.5,2.3,3.2,1.0,2.9,3.9,4.1,0.8,0.5,2.3,1.6,14.9,0.436,0.47200000000000003,0.335,0.48,0.7090000000000001,0.512
81,81,Ben Wallace,2011-12,DET,NBA,37,0.7,62,11,15.8,0.5,1.4,0.5,1.3,0.0,0.1,0.3,0.8,1.3,3.0,4.3,0.7,0.8,0.8,0.5,1.0,1.4,0.395,0.402,0.25,0.401,0.34,0.39799999999999996
82,82,C.J. Watson,2009-10,GSW,NBA,25,0.7,65,15,27.5,3.8,8.1,3.1,5.9,0.7,2.2,2.0,2.6,0.4,2.2,2.6,2.8,1.6,0.1,1.1,1.9,10.3,0.46799999999999997,0.527,0.31,0.51,0.7709999999999999,0.555
83,83,C.J. Watson,2013-14,IND,NBA,29,0.7,63,5,18.9,2.3,5.3,1.5,3.0,0.8,2.3,1.1,1.4,0.3,1.3,1.6,1.7,1.0,0.1,1.0,1.0,6.6,0.43700000000000006,0.49200000000000005,0.366,0.516,0.784,0.555
84,84,Jiri Welsch,2003-04,BOS,NBA,24,0.7,81,68,26.9,3.2,7.6,2.4,5.3,0.9,2.2,1.9,2.5,0.7,2.9,3.7,2.3,1.2,0.1,1.6,2.2,9.2,0.428,0.44799999999999995,0.381,0.484,0.743,0.531
85,85,Delonte West,2011-12,DAL,NBA,28,0.7,44,33,24.1,3.8,8.2,3.2,6.5,0.6,1.7,1.4,1.6,0.3,2.0,2.3,3.2,1.3,0.3,1.7,1.5,9.6,0.461,0.489,0.355,0.499,0.8859999999999999,0.539
86,86,Chris Wilcox,2012-13,BOS,NBA,30,0.7,61,7,13.6,1.8,2.5,1.8,2.5,0.0,0.0,0.6,1.0,0.9,2.0,3.0,0.4,0.5,0.5,0.6,2.0,4.2,0.7190000000000001,0.7240000000000001,0.0,0.7190000000000001,0.672,0.725
87,87,Jason Williams,2009-10,ORL,NBA,34,0.7,82,18,20.8,2.3,5.2,1.3,2.5,1.0,2.7,0.4,0.5,0.1,1.5,1.5,3.6,0.6,0.0,1.1,0.8,6.0,0.444,0.512,0.38,0.542,0.7559999999999999,0.555
88,88,Jerome Williams,2000-01,TOT,NBA,27,0.7,59,2,20.0,2.3,5.0,2.3,4.9,0.0,0.1,1.7,2.3,2.3,4.2,6.5,0.8,1.0,0.3,1.1,2.1,6.3,0.46299999999999997,0.467,0.0,0.46299999999999997,0.741,0.526
89,89,Metta World Peace,2000-01,CHI,NBA,21,0.7,76,74,31.1,4.3,10.7,3.7,8.8,0.6,1.9,2.8,3.7,0.8,3.1,3.9,3.0,2.0,0.6,2.1,3.3,11.9,0.401,0.426,0.29100000000000004,0.428,0.75,0.483
90,90,Lavoy Allen,2015-16,IND,NBA,26,0.6,79,28,20.2,2.4,4.7,2.4,4.7,0.0,0.0,0.6,0.9,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4,0.516,0.516,,0.516,0.63,0.532
91,91,Tony Allen,2009-10,BOS,NBA,28,0.6,54,8,16.5,2.4,4.7,2.4,4.6,0.0,0.1,1.3,2.2,1.0,1.7,2.7,1.3,1.1,0.4,1.2,2.0,6.1,0.51,0.52,0.0,0.51,0.605,0.54
92,92,Tony Allen,2006-07,BOS,NBA,25,0.6,33,18,24.4,4.0,7.8,3.8,6.8,0.2,1.0,3.2,4.1,1.1,2.7,3.8,1.7,1.5,0.4,2.3,2.6,11.5,0.514,0.5529999999999999,0.242,0.529,0.784,0.596
93,93,Tony Allen,2004-05,BOS,NBA,23,0.6,77,34,16.4,2.4,5.0,2.2,4.6,0.2,0.4,1.5,2.0,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4,0.475,0.483,0.387,0.491,0.737,0.542
94,94,Alan Anderson,2014-15,BRK,NBA,32,0.6,74,19,23.6,2.6,5.9,1.6,3.1,1.0,2.8,1.1,1.4,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,0.44299999999999995,0.53,0.348,0.526,0.812,0.563
95,95,Ryan Anderson,2016-17,HOU,NBA,28,0.6,72,72,29.4,4.5,10.7,1.7,3.7,2.8,7.0,1.8,2.1,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,0.418,0.446,0.40299999999999997,0.55,0.86,0.583
96,96,Joel Anthony,2008-09,MIA,NBA,26,0.6,65,28,16.1,0.9,1.8,0.9,1.8,0.0,0.0,0.5,0.7,1.4,1.7,3.0,0.4,0.3,1.4,0.6,2.1,2.2,0.483,0.483,,0.483,0.652,0.521
97,97,Darrell Arthur,2015-16,DEN,NBA,27,0.6,70,16,21.7,3.2,7.0,2.5,5.3,0.6,1.7,0.6,0.8,1.2,3.0,4.2,1.4,0.8,0.7,0.9,2.6,7.5,0.452,0.473,0.385,0.498,0.755,0.514
98,98,Omer Asik,2014-15,NOP,NBA,28,0.6,76,76,26.1,2.8,5.4,2.8,5.4,0.0,0.0,1.7,3.0,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,0.517,0.517,,0.517,0.5820000000000001,0.545
99,99,Stacey Augmon,2000-01,POR,NBA,32,0.6,66,23,17.9,1.9,4.0,1.9,4.0,0.0,0.1,0.9,1.3,0.9,1.5,2.4,1.5,0.7,0.3,0.7,1.6,4.7,0.47700000000000004,0.485,0.0,0.47700000000000004,0.655,0.511
0,0,D.J. Augustin,2008-09,CHA,NBA,21,0.6,72,12,26.5,3.7,8.6,2.2,5.2,1.5,3.4,2.9,3.2,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8,0.43,0.424,0.439,0.517,0.893,0.5870000000000001
1,1,Jeff Ayres,2013-14,SAS,NBA,26,0.6,73,10,13.0,1.4,2.4,1.4,2.4,0.0,0.0,0.5,0.8,1.2,2.3,3.5,0.8,0.2,0.3,0.9,2.0,3.3,0.58,0.58,,0.58,0.691,0.605
2,2,Matt Barnes,2016-17,TOT,NBA,36,0.6,74,18,24.0,2.5,6.4,1.3,2.8,1.2,3.6,0.9,1.2,0.9,4.2,5.2,2.6,0.6,0.4,1.4,2.5,7.1,0.391,0.467,0.331,0.483,0.787,0.514
3,3,Matt Barnes,2007-08,GSW,NBA,27,0.6,73,18,19.4,2.6,6.1,1.8,3.6,0.7,2.5,0.8,1.1,1.3,3.2,4.4,1.9,0.7,0.5,1.2,2.2,6.7,0.423,0.513,0.293,0.483,0.747,0.51
4,4,Jerryd Bayless,2011-12,TOR,NBA,23,0.6,31,11,22.7,3.8,8.9,2.4,5.5,1.4,3.4,2.4,2.8,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,11.4,0.424,0.424,0.423,0.504,0.852,0.561
5,5,Aron Baynes,2015-16,DET,NBA,29,0.6,81,1,15.2,2.4,4.7,2.4,4.7,0.0,0.0,1.6,2.0,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3,0.505,0.508,0.0,0.505,0.764,0.563
6,6,Kent Bazemore,2016-17,ATL,NBA,27,0.6,73,64,26.9,4.0,9.9,2.8,6.2,1.3,3.6,1.6,2.3,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,0.409,0.446,0.34600000000000003,0.473,0.708,0.504
7,7,Bradley Beal,2015-16,WAS,NBA,22,0.6,55,35,31.1,6.5,14.5,4.6,9.6,1.9,4.9,2.5,3.2,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,17.4,0.449,0.48100000000000004,0.387,0.515,0.767,0.547
8,8,Rodrigue Beaubois,2009-10,DAL,NBA,21,0.6,56,16,12.5,2.8,5.3,2.0,3.4,0.8,2.0,0.8,0.9,0.2,1.2,1.4,1.3,0.5,0.2,1.0,1.5,7.1,0.518,0.5820000000000001,0.409,0.594,0.8079999999999999,0.617
9,9,Andris Biedrins,2005-06,GSW,NBA,19,0.6,68,2,14.7,1.7,2.7,1.7,2.7,0.0,0.0,0.3,1.1,1.8,2.3,4.2,0.4,0.3,0.7,0.5,2.8,3.8,0.638,0.638,,0.638,0.306,0.595
10,10,Andris Biedrins,2010-11,GSW,NBA,24,0.6,59,55,23.7,2.4,4.5,2.4,4.5,0.0,0.0,0.2,0.5,2.5,4.8,7.2,1.0,0.9,0.9,1.0,3.4,5.0,0.534,0.534,,0.534,0.32299999999999995,0.526
11,11,Nemanja Bjelica,2015-16,MIN,NBA,27,0.6,60,0,17.9,1.8,3.9,1.0,1.8,0.8,2.1,0.7,0.9,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1,0.46799999999999997,0.564,0.384,0.57,0.727,0.594
12,12,Steve Blake,2012-13,LAL,NBA,32,0.6,45,13,26.1,2.5,6.0,0.9,2.2,1.6,3.8,0.6,0.8,0.5,2.5,2.9,3.8,0.8,0.1,1.4,1.8,7.3,0.42200000000000004,0.424,0.42100000000000004,0.556,0.7709999999999999,0.573
13,13,Corie Blount,2001-02,PHI,NBA,33,0.6,72,21,19.8,1.6,3.5,1.6,3.5,0.0,0.0,0.4,0.6,2.1,3.0,5.1,0.6,0.7,0.4,0.7,2.4,3.6,0.45799999999999996,0.46,0.0,0.45799999999999996,0.644,0.478
14,14,Keith Bogans,2008-09,TOT,NBA,28,0.6,65,15,19.6,1.8,5.0,0.7,1.6,1.1,3.4,0.8,0.9,0.5,2.6,3.1,1.0,0.7,0.1,0.6,1.6,5.6,0.36700000000000005,0.425,0.33899999999999997,0.48100000000000004,0.912,0.521
15,15,Bogdan Bogdanovic,2017-18,SAC,NBA,25,0.6,78,53,27.9,4.4,9.9,2.8,5.7,1.7,4.2,1.3,1.5,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,0.446,0.485,0.392,0.529,0.84,0.556
16,16,Matt Bonner,2012-13,SAS,NBA,32,0.6,68,4,13.4,1.6,3.4,0.9,1.6,0.8,1.8,0.2,0.2,0.4,1.5,1.9,0.5,0.3,0.3,0.2,1.3,4.2,0.48700000000000004,0.536,0.442,0.602,0.733,0.609
17,17,Carlos Boozer,2008-09,UTA,NBA,27,0.6,37,37,32.4,6.8,13.8,6.8,13.8,0.0,0.0,2.6,3.8,3.0,7.4,10.4,2.1,1.1,0.2,2.1,3.6,16.2,0.49,0.49,,0.49,0.698,0.523
18,18,Earl Boykins,2004-05,DEN,NBA,28,0.6,82,5,26.4,4.1,10.0,3.5,8.0,0.7,2.0,3.4,3.7,0.5,1.3,1.7,4.5,1.0,0.1,1.5,1.5,12.4,0.413,0.43200000000000005,0.337,0.447,0.9209999999999999,0.53
19,19,Shawn Bradley,2001-02,DAL,NBA,29,0.6,53,16,14.3,1.5,3.1,1.5,3.1,0.0,0.0,1.1,1.2,1.0,2.3,3.3,0.4,0.5,1.2,0.5,2.4,4.1,0.479,0.48100000000000004,0.0,0.479,0.922,0.562
20,20,Greg Buckner,2000-01,DAL,NBA,24,0.6,37,9,22.2,2.3,5.2,2.2,5.0,0.1,0.2,1.6,2.2,1.6,2.6,4.2,1.3,0.9,0.2,0.7,3.2,6.2,0.43799999999999994,0.44299999999999995,0.28600000000000003,0.44299999999999995,0.728,0.503
21,21,Chase Budinger,2011-12,HOU,NBA,23,0.6,58,9,22.4,3.6,8.1,2.1,4.3,1.5,3.8,0.9,1.2,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,9.6,0.442,0.47600000000000003,0.402,0.535,0.7709999999999999,0.556
22,22,Chase Budinger,2010-11,HOU,NBA,22,0.6,78,22,22.3,3.6,8.4,2.4,4.9,1.1,3.5,1.5,1.8,0.7,2.9,3.6,1.6,0.5,0.2,0.9,1.5,9.8,0.425,0.49700000000000005,0.325,0.493,0.855,0.534
23,23,Trey Burke,2017-18,NYK,NBA,25,0.6,36,9,21.8,5.4,10.7,4.3,7.8,1.1,2.9,1.0,1.6,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2,12.8,0.503,0.556,0.36200000000000004,0.552,0.649,0.563
24,24,Jose Calderon,2009-10,TOR,NBA,28,0.6,68,39,26.7,4.0,8.4,3.0,5.8,1.0,2.5,1.2,1.5,0.3,1.8,2.1,5.9,0.7,0.1,1.5,2.0,10.3,0.48200000000000004,0.519,0.39799999999999996,0.542,0.7979999999999999,0.569
25,25,Kentavious Caldwell-Pope,2014-15,DET,NBA,21,0.6,82,82,31.5,4.8,11.9,2.9,6.4,1.9,5.4,1.3,1.9,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,12.7,0.401,0.449,0.345,0.48,0.696,0.501
26,26,Marcus Camby,2002-03,DEN,NBA,28,0.6,29,9,21.2,3.2,7.8,3.1,7.7,0.1,0.2,1.1,1.7,2.6,4.6,7.2,1.6,0.7,1.4,0.9,2.4,7.6,0.41,0.41,0.4,0.414,0.66,0.444
27,27,Mario Chalmers,2014-15,MIA,NBA,28,0.6,80,37,29.6,3.3,8.3,2.4,5.2,0.9,3.1,2.6,3.3,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1,10.2,0.40299999999999997,0.467,0.294,0.45799999999999996,0.774,0.521
28,28,Tyson Chandler,2015-16,PHO,NBA,33,0.6,66,60,24.5,2.8,4.8,2.8,4.7,0.0,0.0,1.6,2.6,2.7,6.1,8.7,1.0,0.5,0.7,1.4,2.2,7.2,0.583,0.585,0.0,0.583,0.62,0.606
29,29,Wilson Chandler,2016-17,DEN,NBA,29,0.6,71,33,30.9,6.1,13.2,4.5,8.6,1.5,4.6,2.0,2.7,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,15.7,0.461,0.527,0.337,0.52,0.727,0.545
30,30,Wilson Chandler,2017-18,DEN,NBA,30,0.6,74,71,31.7,3.8,8.5,2.6,5.2,1.2,3.3,1.2,1.5,1.4,4.0,5.4,2.1,0.6,0.5,1.2,2.1,10.0,0.445,0.501,0.358,0.515,0.772,0.542
31,31,Josh Childress,2010-11,PHO,NBA,27,0.6,54,3,16.6,2.2,4.0,2.2,3.7,0.0,0.3,0.5,1.1,1.3,1.6,2.9,0.8,0.6,0.4,0.8,1.3,5.0,0.565,0.606,0.063,0.568,0.49200000000000005,0.5670000000000001
32,32,Jordan Clarkson,2014-15,LAL,NBA,22,0.6,59,38,25.0,4.5,10.1,3.9,8.1,0.6,2.1,2.2,2.7,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9,0.44799999999999995,0.48200000000000004,0.314,0.48,0.8290000000000001,0.528
33,33,Jarron Collins,2005-06,UTA,NBA,27,0.6,79,41,21.9,1.6,3.5,1.6,3.5,0.0,0.0,2.0,2.8,1.7,2.5,4.2,1.2,0.5,0.3,0.8,3.2,5.3,0.461,0.461,,0.461,0.7170000000000001,0.551
