,Unnamed: 0,Player,Season,Team,League,Age,VORP,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
50,50,Langston Galloway,2017-18,DET,NBA,26,0.1,58,2,14.9,2.2,5.9,0.9,2.1,1.3,3.8,0.6,0.7,0.2,1.4,1.6,1.0,0.6,0.1,0.3,0.7,6.2,0.371,0.418,0.344,0.48100000000000004,0.805,0.503
51,51,Francisco Garcia,2009-10,SAC,NBA,28,0.1,25,4,23.0,3.3,7.0,2.4,4.7,0.9,2.4,0.6,0.7,0.4,2.2,2.6,1.8,0.4,0.8,0.8,2.0,8.1,0.466,0.504,0.39,0.531,0.882,0.55
52,52,Kendall Gill,2004-05,MIL,NBA,36,0.1,14,0,20.3,2.3,5.7,2.1,5.1,0.2,0.6,1.3,1.4,0.8,1.9,2.6,1.9,1.0,0.3,0.6,2.6,6.1,0.4,0.408,0.33299999999999996,0.419,0.9,0.479
53,53,Dion Glover,2002-03,ATL,NBA,24,0.1,76,42,24.9,3.6,8.5,2.9,6.4,0.7,2.1,1.7,2.1,0.8,2.9,3.7,1.9,0.9,0.2,1.4,1.9,9.7,0.42700000000000005,0.451,0.354,0.47100000000000003,0.784,0.512
54,54,Dion Glover,2000-01,ATL,NBA,22,0.1,57,7,16.3,2.5,5.9,2.3,5.1,0.2,0.8,0.8,1.2,0.7,1.6,2.3,1.2,0.9,0.2,0.9,1.6,5.9,0.42,0.455,0.196,0.433,0.6809999999999999,0.461
55,55,Ryan Gomes,2005-06,BOS,NBA,23,0.1,61,33,22.6,2.8,5.8,2.8,5.7,0.0,0.1,1.8,2.4,1.7,3.2,4.9,1.0,0.6,0.1,0.9,1.4,7.6,0.48700000000000004,0.491,0.33299999999999996,0.49200000000000005,0.752,0.5479999999999999
56,56,Drew Gooden,2013-14,WAS,NBA,32,0.1,22,0,18.0,3.5,6.5,3.1,5.7,0.3,0.8,1.1,1.2,1.7,3.5,5.2,0.7,0.5,0.3,0.8,2.4,8.3,0.531,0.5479999999999999,0.41200000000000003,0.556,0.889,0.591
57,57,Drew Gooden,2014-15,WAS,NBA,33,0.1,51,7,16.9,2.2,5.4,1.7,4.3,0.5,1.2,0.7,0.9,1.4,3.0,4.4,1.0,0.4,0.2,0.5,1.8,5.4,0.39899999999999997,0.401,0.39,0.44,0.773,0.469
58,58,Drew Gooden,2010-11,MIL,NBA,29,0.1,35,18,24.6,4.5,10.3,4.4,9.8,0.1,0.6,2.3,2.9,2.1,4.7,6.8,1.3,0.6,0.5,1.3,2.8,11.3,0.431,0.447,0.15,0.435,0.794,0.48700000000000004
59,59,Stephen Graham,2007-08,IND,NBA,25,0.1,22,0,5.8,1.5,2.6,1.2,2.0,0.3,0.6,0.5,0.7,0.2,0.8,1.0,0.4,0.2,0.0,0.5,0.6,4.0,0.586,0.614,0.5,0.647,0.75,0.669
60,60,Aaron Gray,2008-09,CHI,NBA,24,0.1,56,18,12.8,1.4,3.0,1.4,3.0,0.0,0.0,0.6,1.1,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,3.5,0.485,0.488,0.0,0.485,0.5760000000000001,0.508
61,61,Gerald Green,2011-12,NJN,NBA,26,0.1,31,2,25.2,5.0,10.3,3.6,6.8,1.4,3.5,1.6,2.1,0.5,3.0,3.5,1.1,0.9,0.5,1.8,2.6,12.9,0.48100000000000004,0.529,0.391,0.5479999999999999,0.754,0.574
62,62,JaMychal Green,2018-19,TOT,NBA,28,0.1,64,6,21.0,3.5,7.3,2.5,4.6,1.1,2.7,1.2,1.5,1.6,4.7,6.4,0.8,0.7,0.5,1.3,2.9,9.3,0.484,0.534,0.39799999999999996,0.557,0.7959999999999999,0.586
63,63,Jeff Green,2017-18,CLE,NBA,31,0.1,78,13,23.4,3.8,7.9,3.1,5.7,0.7,2.2,2.6,3.0,0.8,2.4,3.2,1.3,0.5,0.4,1.0,1.9,10.8,0.47700000000000004,0.54,0.312,0.52,0.868,0.5870000000000001
64,64,Willie Green,2011-12,ATL,NBA,30,0.1,53,2,17.4,2.9,6.1,1.9,4.0,0.9,2.1,0.9,1.1,0.3,1.2,1.5,0.8,0.4,0.1,0.6,1.4,7.6,0.47100000000000003,0.486,0.442,0.5479999999999999,0.857,0.578
65,65,Tom Gugliotta,2001-02,PHO,NBA,32,0.1,44,40,25.7,2.9,6.8,2.8,6.6,0.1,0.2,0.6,0.8,1.3,3.7,5.0,1.8,0.9,0.7,1.4,2.6,6.5,0.42200000000000004,0.425,0.33299999999999996,0.42700000000000005,0.757,0.449
66,66,Hamed Haddadi,2008-09,MEM,NBA,23,0.1,19,0,6.3,0.8,1.6,0.8,1.6,0.0,0.0,0.9,1.6,0.8,1.6,2.5,0.4,0.1,0.6,0.5,1.1,2.5,0.484,0.484,,0.484,0.6,0.5429999999999999
67,67,Hamed Haddadi,2011-12,MEM,NBA,26,0.1,35,0,5.9,0.7,1.4,0.7,1.3,0.0,0.0,0.5,0.7,0.8,1.2,2.0,0.2,0.0,0.7,0.6,1.2,2.0,0.542,0.5529999999999999,0.0,0.542,0.6920000000000001,0.589
68,68,Jordan Hamilton,2012-13,DEN,NBA,22,0.1,40,1,9.9,2.1,5.0,1.4,3.2,0.7,1.8,0.3,0.7,0.8,1.6,2.4,0.6,0.4,0.2,0.5,0.6,5.2,0.418,0.445,0.37,0.485,0.5,0.49
69,69,Richard Hamilton,2001-02,WAS,NBA,23,0.1,63,57,35.0,7.5,17.2,7.2,16.5,0.3,0.7,4.8,5.3,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.2,20.0,0.435,0.43799999999999994,0.381,0.44299999999999995,0.89,0.511
70,70,Anfernee Hardaway,2000-01,PHO,NBA,29,0.1,4,4,28.0,3.8,9.0,3.3,7.0,0.5,2.0,1.8,2.8,1.3,3.3,4.5,3.8,1.5,0.3,0.8,1.5,9.8,0.41700000000000004,0.46399999999999997,0.25,0.444,0.636,0.47700000000000004
71,71,Tim Hardaway,2002-03,IND,NBA,36,0.1,10,0,12.7,1.8,4.9,0.7,1.8,1.1,3.1,0.2,0.4,0.1,1.4,1.5,2.4,0.9,0.0,1.1,0.8,4.9,0.36700000000000005,0.389,0.355,0.48,0.5,0.483
72,72,Josh Harrellson,2013-14,DET,NBA,24,0.1,32,0,9.9,1.2,2.6,0.8,1.6,0.4,1.0,0.2,0.2,0.9,1.4,2.4,0.5,0.2,0.5,0.3,1.4,2.9,0.46299999999999997,0.51,0.387,0.537,0.7140000000000001,0.547
73,73,Al Harrington,2002-03,IND,NBA,22,0.1,82,37,30.1,4.7,10.9,4.6,10.4,0.2,0.6,2.6,3.3,1.9,4.3,6.2,1.5,0.9,0.4,2.0,3.4,12.2,0.434,0.442,0.28300000000000003,0.441,0.77,0.493
74,74,Al Harrington,2009-10,NYK,NBA,29,0.1,72,15,30.5,6.2,14.3,4.3,8.6,1.9,5.7,3.3,4.4,1.2,4.4,5.6,1.5,0.9,0.4,1.8,2.9,17.7,0.435,0.496,0.342,0.503,0.757,0.546
75,75,Devin Harris,2013-14,DAL,NBA,30,0.1,40,0,20.5,2.4,6.4,1.6,3.8,0.8,2.5,2.3,2.9,0.2,1.9,2.1,4.5,0.7,0.1,1.5,1.8,7.9,0.37799999999999995,0.425,0.307,0.439,0.8,0.517
76,76,Gary Harris,2018-19,DEN,NBA,24,0.1,56,47,28.6,4.7,11.2,3.3,6.9,1.5,4.3,2.0,2.5,0.7,2.1,2.8,2.3,1.0,0.3,1.2,2.0,12.9,0.423,0.473,0.34299999999999997,0.489,0.799,0.526
77,77,Mike Harris,2013-14,UTA,NBA,30,0.1,20,0,11.3,1.5,3.1,1.5,3.0,0.0,0.1,1.3,1.4,0.8,0.9,1.7,0.3,0.8,0.4,0.6,1.8,4.2,0.475,0.49200000000000005,0.0,0.475,0.963,0.5760000000000001
78,78,Tobias Harris,2013-14,ORL,NBA,21,0.1,61,36,30.3,5.4,11.7,4.9,9.7,0.5,2.1,3.2,4.0,1.4,5.5,7.0,1.3,0.7,0.4,1.3,2.3,14.6,0.46399999999999997,0.508,0.254,0.486,0.807,0.542
79,79,David Harrison,2004-05,IND,NBA,22,0.1,43,14,17.7,2.5,4.3,2.5,4.3,0.0,0.0,1.2,2.1,1.1,2.0,3.1,0.3,0.4,1.3,1.2,3.1,6.1,0.5760000000000001,0.5760000000000001,,0.5760000000000001,0.5710000000000001,0.589
80,80,Jason Hart,2001-02,SAS,NBA,23,0.1,10,0,9.2,1.0,1.9,1.0,1.7,0.0,0.2,0.6,0.6,0.4,0.9,1.3,1.2,0.7,0.1,0.8,1.6,2.6,0.526,0.588,0.0,0.526,1.0,0.601
81,81,Isaiah Hartenstein,2018-19,HOU,NBA,20,0.1,28,0,7.9,0.7,1.5,0.6,1.3,0.1,0.2,0.4,0.5,0.8,0.9,1.7,0.5,0.3,0.4,0.5,2.0,1.9,0.488,0.514,0.33299999999999996,0.512,0.7859999999999999,0.562
82,82,Udonis Haslem,2003-04,MIA,NBA,23,0.1,75,24,23.9,2.7,6.0,2.7,5.9,0.0,0.0,1.9,2.4,2.5,3.8,6.3,0.7,0.4,0.3,1.0,2.6,7.3,0.45899999999999996,0.462,0.0,0.45899999999999996,0.765,0.521
83,83,Trenton Hassell,2006-07,MIN,NBA,27,0.1,76,68,29.3,2.9,5.8,2.8,5.5,0.1,0.3,0.9,1.2,1.1,2.1,3.2,2.7,0.3,0.3,1.1,1.9,6.7,0.49,0.505,0.24,0.49700000000000005,0.7829999999999999,0.529
84,84,Trenton Hassell,2004-05,MIN,NBA,25,0.1,82,51,25.2,2.7,5.8,2.7,5.7,0.0,0.1,1.1,1.4,1.0,1.7,2.7,1.6,0.4,0.4,0.8,2.4,6.6,0.474,0.483,0.091,0.475,0.789,0.515
85,85,Chuck Hayes,2011-12,SAC,NBA,28,0.1,54,9,19.2,1.4,3.1,1.4,3.1,0.0,0.0,0.5,0.7,1.3,3.0,4.3,1.4,0.7,0.3,0.9,2.1,3.2,0.429,0.435,0.0,0.429,0.667,0.45899999999999996
86,86,Chuck Hayes,2014-15,TOR,NBA,31,0.1,29,0,8.8,0.8,1.6,0.8,1.6,0.0,0.0,0.2,0.4,0.6,1.1,1.8,0.7,0.3,0.1,0.3,1.3,1.7,0.478,0.478,,0.478,0.545,0.49200000000000005
87,87,Myke Henry,2017-18,MEM,NBA,25,0.1,20,0,18.9,2.1,5.5,1.1,2.6,1.0,2.9,0.3,0.5,0.5,1.4,1.9,1.1,1.6,0.3,1.0,1.4,5.4,0.376,0.431,0.32799999999999996,0.46299999999999997,0.6,0.47200000000000003
88,88,Juan Hernangomez,2016-17,DEN,NBA,21,0.1,62,9,13.6,1.6,3.6,0.9,1.8,0.7,1.8,0.9,1.2,0.7,2.3,3.0,0.5,0.5,0.2,0.5,1.0,4.9,0.451,0.495,0.40700000000000003,0.5539999999999999,0.75,0.5920000000000001
89,89,George Hill,2008-09,SAS,NBA,22,0.1,77,7,16.5,1.9,4.8,1.6,3.9,0.3,0.9,1.5,1.9,0.4,1.7,2.1,1.8,0.6,0.3,1.0,1.9,5.7,0.40299999999999997,0.42100000000000004,0.32899999999999996,0.435,0.7809999999999999,0.502
90,90,Grant Hill,2000-01,ORL,NBA,28,0.1,4,4,33.3,4.8,10.8,4.5,10.5,0.3,0.3,4.0,6.5,2.0,4.3,6.3,6.3,1.3,0.5,2.8,2.3,13.8,0.442,0.429,1.0,0.45299999999999996,0.615,0.505
91,91,Fred Hoiberg,2002-03,CHI,NBA,30,0.1,63,0,12.4,0.8,2.0,0.7,1.7,0.1,0.3,0.7,0.8,0.2,2.0,2.2,1.1,0.6,0.1,0.4,0.9,2.3,0.389,0.419,0.23800000000000002,0.409,0.82,0.486
92,92,Jrue Holiday,2009-10,PHI,NBA,19,0.1,73,51,24.2,3.2,7.1,2.3,4.9,0.8,2.2,0.9,1.2,0.8,1.8,2.6,3.8,1.1,0.2,2.1,2.1,8.0,0.442,0.465,0.39,0.502,0.7559999999999999,0.526
93,93,Ryan Hollins,2014-15,SAC,NBA,30,0.1,46,9,9.6,1.2,1.8,1.2,1.8,0.0,0.0,0.7,1.2,0.8,1.5,2.2,0.3,0.1,0.4,0.5,1.4,3.0,0.6459999999999999,0.6459999999999999,,0.6459999999999999,0.574,0.648
94,94,Juwan Howard,2006-07,HOU,NBA,33,0.1,80,38,26.5,3.9,8.3,3.9,8.3,0.0,0.0,1.9,2.4,1.7,4.2,5.9,1.6,0.4,0.1,1.4,2.6,9.7,0.465,0.465,,0.465,0.8240000000000001,0.517
95,95,Juwan Howard,2009-10,POR,NBA,36,0.1,73,27,22.4,2.6,5.1,2.6,5.1,0.0,0.0,0.8,1.0,1.5,3.1,4.6,0.8,0.4,0.1,1.0,2.6,6.0,0.509,0.511,0.0,0.509,0.7859999999999999,0.5379999999999999
96,96,Lester Hudson,2014-15,LAC,NBA,30,0.1,5,0,11.2,1.2,2.8,0.6,1.6,0.6,1.2,0.6,0.8,0.2,1.4,1.6,1.0,1.2,0.2,0.6,0.8,3.6,0.429,0.375,0.5,0.536,0.75,0.5710000000000001
97,97,Josh Huestis,2016-17,OKC,NBA,25,0.1,2,0,15.5,3.0,5.5,2.0,3.5,1.0,2.0,0.0,0.5,2.0,2.5,4.5,1.5,0.0,1.5,0.0,0.0,7.0,0.545,0.5710000000000001,0.5,0.636,0.0,0.612
98,98,Lindsey Hunter,2006-07,DET,NBA,36,0.1,52,0,14.3,1.8,4.7,1.1,2.4,0.7,2.3,0.6,0.6,0.2,0.7,0.9,1.8,0.7,0.1,0.7,1.1,4.9,0.385,0.44799999999999995,0.319,0.46299999999999997,0.909,0.495
99,99,Steven Hunter,2006-07,PHI,NBA,25,0.1,70,41,22.9,2.7,4.7,2.7,4.7,0.0,0.0,1.1,2.2,1.6,3.2,4.8,0.4,0.2,1.1,0.9,2.0,6.4,0.5770000000000001,0.5770000000000001,,0.5770000000000001,0.49,0.573
0,0,Zydrunas Ilgauskas,2010-11,MIA,NBA,35,0.1,72,51,15.9,2.3,4.4,2.3,4.4,0.0,0.0,0.5,0.6,1.5,2.5,4.0,0.4,0.3,0.8,0.7,2.6,5.0,0.508,0.509,0.0,0.508,0.7829999999999999,0.531
1,1,Didier Ilunga-Mbenga,2010-11,NOH,NBA,30,0.1,41,0,8.0,0.6,1.2,0.6,1.2,0.0,0.0,0.3,0.4,0.9,1.2,2.1,0.1,0.1,0.7,0.5,1.3,1.4,0.469,0.469,,0.469,0.722,0.518
2,2,Didier Ilunga-Mbenga,2008-09,LAL,NBA,28,0.1,23,0,7.9,1.2,2.5,1.2,2.4,0.0,0.0,0.3,0.3,0.4,1.0,1.3,0.4,0.4,1.0,0.6,1.4,2.7,0.474,0.48200000000000004,0.0,0.474,0.875,0.504
3,3,Andre Ingram,2017-18,LAL,NBA,32,0.1,2,0,32.0,4.0,8.5,1.5,4.0,2.5,4.5,1.5,1.5,0.5,2.5,3.0,3.5,1.5,1.5,1.5,1.5,12.0,0.47100000000000003,0.375,0.556,0.618,1.0,0.655
4,4,Stephen Jackson,2011-12,TOT,NBA,33,0.1,47,14,25.8,3.4,9.0,2.3,5.4,1.0,3.6,2.0,2.4,0.5,3.0,3.5,2.5,1.1,0.3,2.2,2.1,9.8,0.374,0.431,0.28800000000000003,0.43200000000000005,0.825,0.485
5,5,Bernard James,2014-15,DAL,NBA,29,0.1,16,2,9.9,0.8,1.7,0.8,1.7,0.0,0.0,1.3,1.4,1.1,1.3,2.4,0.3,0.1,0.9,0.4,1.1,2.8,0.444,0.444,,0.444,0.87,0.593
6,6,Bernard James,2012-13,DAL,NBA,27,0.1,46,11,9.9,1.2,2.2,1.2,2.2,0.0,0.0,0.5,0.9,1.1,1.7,2.8,0.1,0.3,0.8,0.4,1.4,2.8,0.515,0.525,0.0,0.515,0.61,0.541
7,7,Jerome James,2004-05,SEA,NBA,29,0.1,80,80,16.6,2.2,4.3,2.2,4.3,0.0,0.0,0.6,0.8,1.0,2.0,3.0,0.2,0.3,1.4,1.1,3.5,4.9,0.509,0.512,0.0,0.509,0.723,0.5329999999999999
8,8,Othyus Jeffers,2010-11,TOT,NBA,25,0.1,17,1,18.9,1.8,3.8,1.8,3.6,0.1,0.2,1.8,2.7,1.5,2.5,3.9,1.2,1.0,0.0,0.8,1.9,5.5,0.47700000000000004,0.49200000000000005,0.25,0.485,0.652,0.546
9,9,Amile Jefferson,2018-19,ORL,NBA,25,0.1,11,0,4.0,0.6,1.1,0.6,1.1,0.0,0.0,0.6,0.7,0.4,0.9,1.3,0.2,0.2,0.3,0.0,0.5,1.9,0.583,0.583,,0.583,0.875,0.677
10,10,Richard Jefferson,2006-07,NJN,NBA,26,0.1,55,53,35.6,5.5,12.1,4.6,9.5,0.9,2.6,4.3,5.9,0.9,3.5,4.4,2.7,0.6,0.1,2.2,2.2,16.3,0.456,0.483,0.359,0.495,0.733,0.555
11,11,John Jenkins,2014-15,ATL,NBA,23,0.1,24,3,12.4,2.0,4.1,1.2,2.0,0.9,2.2,0.7,0.8,0.1,1.5,1.6,0.5,0.4,0.0,0.3,0.6,5.6,0.495,0.596,0.40399999999999997,0.601,0.8420000000000001,0.629
12,12,Brandon Jennings,2015-16,TOT,NBA,26,0.1,48,7,18.1,2.3,6.3,1.3,3.1,1.1,3.2,1.2,1.6,0.3,1.7,2.0,3.5,0.6,0.1,1.2,1.2,6.9,0.368,0.409,0.32899999999999996,0.452,0.731,0.491
13,13,Amir Johnson,2018-19,PHI,NBA,31,0.1,50,6,10.1,1.5,3.0,1.3,2.2,0.2,0.8,0.6,0.8,0.8,1.9,2.8,1.2,0.3,0.2,0.9,1.9,3.8,0.503,0.5770000000000001,0.289,0.54,0.737,0.57
14,14,Amir Johnson,2006-07,DET,NBA,19,0.1,8,0,15.5,2.3,4.1,2.3,3.8,0.0,0.4,1.4,1.8,1.9,2.8,4.6,0.4,0.6,1.6,1.1,2.4,5.9,0.545,0.6,0.0,0.545,0.7859999999999999,0.6
15,15,Anthony Johnson,2009-10,ORL,NBA,35,0.1,31,0,13.1,1.6,3.6,1.2,2.3,0.4,1.3,0.6,0.6,0.3,1.3,1.5,2.0,0.4,0.0,0.8,1.0,4.2,0.441,0.5,0.33299999999999996,0.5,0.95,0.5429999999999999
16,16,Anthony Johnson,2001-02,NJN,NBA,27,0.1,34,0,10.8,1.1,2.6,1.0,2.3,0.1,0.4,0.5,0.7,0.3,0.6,0.9,1.4,0.9,0.0,0.6,0.9,2.8,0.41100000000000003,0.423,0.33299999999999996,0.433,0.64,0.465
17,17,Chris Johnson,2015-16,UTA,NBA,25,0.1,70,2,12.2,1.0,2.8,0.6,1.4,0.4,1.4,0.5,0.6,0.4,1.5,1.9,0.6,0.5,0.3,0.6,1.4,2.9,0.371,0.474,0.273,0.441,0.81,0.48200000000000004
18,18,Dakari Johnson,2017-18,OKC,NBA,22,0.1,31,6,5.2,0.7,1.3,0.7,1.3,0.0,0.0,0.4,0.6,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,0.564,0.564,,0.564,0.55,0.575
19,19,James Johnson,2018-19,MIA,NBA,31,0.1,54,33,21.4,3.0,7.0,2.1,4.3,0.9,2.7,0.9,1.3,0.4,2.8,3.2,2.5,0.6,0.5,1.4,2.1,7.9,0.434,0.496,0.33799999999999997,0.5,0.7140000000000001,0.523
20,20,Orlando Johnson,2012-13,IND,NBA,23,0.1,51,0,12.1,1.4,3.5,0.7,1.7,0.7,1.8,0.5,0.6,0.4,1.8,2.2,0.9,0.2,0.2,0.6,1.0,4.0,0.4,0.419,0.38299999999999995,0.5,0.7190000000000001,0.523
21,21,Tyler Johnson,2014-15,MIA,NBA,22,0.1,32,2,18.8,2.2,5.2,1.6,3.7,0.6,1.5,1.0,1.5,0.4,2.1,2.5,1.3,1.0,0.3,0.9,1.3,5.9,0.419,0.43700000000000006,0.375,0.473,0.6809999999999999,0.506
22,22,Wesley Johnson,2011-12,MIN,NBA,24,0.1,65,64,22.6,2.4,6.1,1.6,3.5,0.8,2.6,0.4,0.5,0.4,2.4,2.7,0.9,0.5,0.7,0.9,1.8,6.0,0.39799999999999996,0.461,0.314,0.465,0.706,0.47700000000000004
23,23,Damon Jones,2002-03,SAC,NBA,26,0.1,49,1,14.5,1.6,4.3,0.7,1.8,0.9,2.5,0.4,0.6,0.2,1.2,1.4,1.6,0.4,0.1,0.5,0.9,4.6,0.381,0.40399999999999997,0.364,0.486,0.741,0.505
24,24,Damon Jones,2003-04,MIL,NBA,27,0.1,82,26,24.6,2.6,6.4,1.4,3.1,1.2,3.3,0.7,0.9,0.2,1.9,2.1,5.8,0.4,0.0,1.3,1.1,7.0,0.401,0.446,0.359,0.494,0.764,0.516
25,25,Derrick Jones,2016-17,PHO,NBA,19,0.1,32,8,17.0,2.1,3.8,2.0,3.4,0.1,0.3,0.9,1.3,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3,0.562,0.591,0.273,0.574,0.7070000000000001,0.604
26,26,Dwayne Jones,2007-08,CLE,NBA,24,0.1,56,0,8.4,0.4,0.8,0.4,0.8,0.0,0.0,0.5,1.0,1.2,1.3,2.5,0.2,0.2,0.4,0.3,1.6,1.4,0.532,0.5429999999999999,0.0,0.532,0.483,0.5379999999999999
27,27,James Jones,2015-16,CLE,NBA,35,0.1,48,0,9.6,1.2,3.0,0.4,0.8,0.9,2.2,0.4,0.5,0.2,0.9,1.0,0.3,0.2,0.2,0.3,1.0,3.7,0.408,0.447,0.39399999999999996,0.5529999999999999,0.8079999999999999,0.58
28,28,James Jones,2013-14,MIA,NBA,33,0.1,20,6,11.8,1.6,3.4,0.2,0.7,1.4,2.7,0.4,0.6,0.1,1.1,1.2,0.5,0.2,0.2,0.2,0.3,4.9,0.456,0.214,0.519,0.662,0.636,0.6659999999999999
29,29,James Jones,2009-10,MIA,NBA,29,0.1,36,6,14.0,1.2,3.3,0.2,0.8,1.0,2.5,0.6,0.8,0.1,1.1,1.3,0.5,0.3,0.1,0.3,1.3,4.1,0.361,0.207,0.41100000000000003,0.517,0.821,0.556
30,30,James Jones,2014-15,CLE,NBA,34,0.1,57,2,11.7,1.3,3.5,0.2,0.5,1.1,3.1,0.7,0.8,0.2,0.9,1.1,0.4,0.2,0.1,0.2,1.2,4.4,0.368,0.423,0.36,0.525,0.848,0.565
31,31,Jemerrio Jones,2018-19,LAL,NBA,23,0.1,6,2,23.8,2.0,5.5,1.7,3.8,0.3,1.7,0.2,0.3,2.7,5.5,8.2,2.2,1.2,0.8,0.8,1.7,4.5,0.364,0.435,0.2,0.39399999999999996,0.5,0.39799999999999996
32,32,Popeye Jones,2000-01,WAS,NBA,30,0.1,45,1,14.2,1.3,3.4,1.3,3.3,0.0,0.1,0.9,1.2,1.8,3.0,4.9,0.7,0.4,0.2,0.5,2.1,3.6,0.392,0.401,0.16699999999999998,0.395,0.745,0.457
33,33,Solomon Jones,2008-09,ATL,NBA,24,0.1,63,0,10.7,1.1,1.8,1.0,1.7,0.0,0.0,0.8,1.2,0.8,1.4,2.3,0.2,0.1,0.5,0.4,2.0,3.0,0.604,0.606,0.5,0.608,0.716,0.655
34,34,Tyus Jones,2018-19,MIN,NBA,22,0.1,67,22,22.8,2.7,6.5,2.1,4.6,0.6,1.9,0.9,1.0,0.3,1.6,2.0,4.8,1.2,0.1,0.7,1.1,6.9,0.41700000000000004,0.455,0.32299999999999995,0.46299999999999997,0.841,0.495
35,35,Jerome Jordan,2011-12,NYK,NBA,25,0.1,21,0,5.1,0.8,1.6,0.8,1.6,0.0,0.0,0.4,0.5,0.7,0.6,1.3,0.2,0.0,0.3,0.1,0.7,2.0,0.515,0.515,,0.515,0.8,0.561
36,36,Cory Joseph,2012-13,SAS,NBA,21,0.1,28,9,13.9,1.8,3.9,1.6,3.2,0.2,0.8,0.6,0.8,0.4,1.4,1.9,1.9,0.5,0.1,0.8,0.9,4.5,0.46399999999999997,0.506,0.28600000000000003,0.491,0.857,0.528
37,37,Enes Kanter,2015-16,OKC,NBA,23,0.1,82,1,21.0,5.0,8.8,4.9,8.5,0.1,0.3,2.4,3.1,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7,0.5760000000000001,0.579,0.47600000000000003,0.583,0.797,0.626
38,38,Sergey Karasev,2014-15,BRK,NBA,21,0.1,33,16,16.8,1.6,4.1,1.2,2.4,0.5,1.6,0.9,1.2,0.7,1.3,2.0,1.4,0.7,0.0,0.7,1.4,4.6,0.40299999999999997,0.475,0.29600000000000004,0.46299999999999997,0.763,0.508
39,39,Luke Kennard,2018-19,DET,NBA,22,0.1,62,10,22.8,3.5,8.2,1.9,4.0,1.6,4.2,0.7,0.9,0.2,2.7,2.9,1.8,0.4,0.2,0.9,1.4,9.5,0.433,0.478,0.391,0.534,0.821,0.552
40,40,Steve Kerr,2002-03,SAS,NBA,37,0.1,75,0,12.7,1.5,3.4,0.8,1.8,0.7,1.7,0.4,0.5,0.2,0.6,0.8,0.9,0.4,0.0,0.5,0.7,4.0,0.43,0.462,0.395,0.525,0.882,0.552
41,41,Steve Kerr,2000-01,SAS,NBA,35,0.1,55,1,11.8,1.2,2.9,0.6,1.5,0.6,1.4,0.3,0.3,0.1,0.5,0.6,1.0,0.3,0.0,0.4,0.5,3.3,0.42100000000000004,0.415,0.429,0.525,0.9329999999999999,0.546
42,42,Jerome Kersey,2000-01,MIL,NBA,38,0.1,22,2,11.0,1.5,3.1,1.5,3.1,0.0,0.0,0.4,0.7,0.4,1.7,2.0,0.7,0.6,0.4,0.3,1.6,3.3,0.46399999999999997,0.47100000000000003,0.0,0.46399999999999997,0.5,0.473
43,43,Michael Kidd-Gilchrist,2017-18,CHO,NBA,24,0.1,74,74,25.0,3.8,7.6,3.8,7.5,0.0,0.0,1.6,2.3,1.1,2.9,4.1,1.0,0.7,0.4,0.7,1.9,9.2,0.504,0.505,0.0,0.504,0.684,0.536
44,44,Kosta Koufos,2008-09,UTA,NBA,19,0.1,48,7,11.8,2.0,3.9,2.0,3.9,0.0,0.0,0.8,1.1,1.0,1.8,2.9,0.4,0.3,0.6,0.5,1.5,4.7,0.508,0.508,,0.508,0.706,0.54
45,45,Viacheslav Kravtsov,2012-13,DET,NBA,25,0.1,25,0,9.0,1.3,1.8,1.3,1.8,0.0,0.0,0.4,1.5,1.0,0.8,1.8,0.4,0.2,0.4,0.6,1.3,3.1,0.7170000000000001,0.7170000000000001,,0.7170000000000001,0.297,0.618
46,46,Nenad Krstic,2005-06,NJN,NBA,22,0.1,80,80,30.9,5.6,11.0,5.6,11.0,0.0,0.1,2.3,3.3,2.3,4.1,6.4,1.1,0.4,0.8,1.7,3.7,13.5,0.507,0.509,0.25,0.508,0.698,0.541
47,47,Nenad Krstic,2006-07,NJN,NBA,23,0.1,26,26,32.6,6.5,12.4,6.5,12.4,0.0,0.0,3.3,4.7,2.0,4.8,6.8,1.8,0.4,0.9,2.0,3.4,16.4,0.526,0.528,0.0,0.526,0.711,0.5660000000000001
48,48,Nenad Krstic,2009-10,OKC,NBA,26,0.1,76,76,22.9,3.7,7.4,3.7,7.3,0.0,0.1,1.0,1.4,1.8,3.3,5.0,0.7,0.4,0.6,0.8,2.3,8.4,0.502,0.505,0.2,0.503,0.7170000000000001,0.527
49,49,Ognjen Kuzmic,2014-15,GSW,NBA,24,0.1,16,0,4.5,0.5,0.8,0.5,0.8,0.0,0.0,0.3,0.3,0.4,0.6,1.1,0.4,0.1,0.1,0.3,0.8,1.3,0.667,0.667,,0.667,1.0,0.727
