Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
914,2015,NBA,2,34,LAL,Anthony Brown,22.263,F-G,us,Stanford University,2016,2018,41,18.6,3.9,2.5,0.7,0.5,0.1,0.328,0.38,0.286,0.85,-0.2,-0.016
704,2013,NBA,1,1,CLE,Anthony Bennett,20.11,F,ca,"University of Nevada, Las Vegas",2014,2017,151,12.6,4.4,3.1,0.5,0.4,0.2,0.392,0.427,0.261,0.67,0.5,0.013
552,2016,NBA,1,23,BOS,Ante Zizic,19.175,F-C,hr,,2018,2019,91,14.2,6.4,4.2,0.6,0.2,0.4,0.583,0.583,,0.708,3,0.11
1040,2008,NBA,2,44,UTA,Ante Tomic,21.135,C,hr,,,,,,,,,,,,,,,,
795,2018,NBA,1,24,POR,Anfernee Simons,19.018,G,us,,2019,2019,20,7.1,3.8,0.7,0.7,0.1,0,0.444,0.529,0.345,0.563,0.1,0.02
908,2010,NBA,2,38,NYK,Andy Rautins,23.24,G,us,Syracuse University,2011,2011,5,4.8,1.6,0.2,0.6,0.2,0,0.429,0.667,0.25,0.5,-0.2,-0.314
160,2004,NBA,1,11,GSW,Andris Biedrins,18.088,C,lv,,2005,2014,516,21.6,6.3,7,0.9,0.6,1.1,0.594,0.595,0,0.5,30.7,0.132
338,2014,NBA,1,1,CLE,Andrew Wiggins,19.128,F-G,ca,University of Kansas,2015,2019,400,36,19.4,4.3,2.2,1,0.6,0.44,0.467,0.332,0.735,13,0.044
517,2012,NBA,1,19,ORL,Andrew Nicholson,22.208,F,ca,St. Bonaventure University,2013,2017,285,14.3,6,3,0.4,0.3,0.3,0.467,0.498,0.321,0.773,3.8,0.045
538,2015,NBA,2,44,PHO,Andrew Harrison,20.245,G,us,University of Kentucky,2017,2019,145,20.6,7,2,2.8,0.7,0.3,0.373,0.422,0.294,0.779,3.2,0.051
833,2011,NBA,2,46,LAL,Andrew Goudelock,22.203,G,us,College of Charleston,2012,2016,49,9.7,4,0.7,0.5,0.2,0,0.393,0.429,0.345,0.875,0,0.003
137,2005,NBA,1,10,LAL,Andrew Bynum,17.249,C,us,,2006,2014,418,25.6,11.5,7.7,1.2,0.3,1.6,0.556,0.557,0.111,0.69,37.4,0.168
81,2005,NBA,1,1,MIL,Andrew Bogut,20.217,C,au,University of Utah,2006,2019,706,28.1,9.6,8.7,2.2,0.6,1.5,0.535,0.537,0.12,0.557,50.6,0.122
895,2003,NBA,2,58,DET,Andreas Glyniadakis,21.314,C,gr,,2007,2007,13,6.2,1.3,0.6,0.1,0,0,0.471,0.471,,0.5,-0.2,-0.143
260,2006,NBA,1,1,TOR,Andrea Bargnani,20.25,F-C,it,,2007,2016,550,28.7,14.3,4.6,1.2,0.4,0.9,0.439,0.47,0.354,0.824,18.9,0.057
343,2013,NBA,1,26,MIN,Andre Roberson,21.211,G-F,us,University of Colorado,2014,2018,295,22.5,4.6,4,0.9,0.9,0.7,0.482,0.609,0.257,0.467,12.7,0.092
15,2004,NBA,1,9,PHI,Andre Iguodala,20.153,G-F,us,University of Arizona,2005,2019,1108,33.4,12.1,5.1,4.4,1.5,0.5,0.466,0.518,0.333,0.71,96.4,0.125
979,2001,NBA,2,52,MIL,Andre Hutson,,,,Michigan State University,,,,,,,,,,,,,,,
774,2004,NBA,2,35,SEA,Andre Emmett,21.307,F,us,Texas Tech University,2005,2012,14,5.2,1.4,0.6,0.1,0.1,0.1,0.462,0.5,0,0.615,0.1,0.04
64,2012,NBA,1,9,DET,Andre Drummond,18.327,C,us,University of Connecticut,2013,2019,542,30.8,14.1,13.7,1.2,1.3,1.6,0.543,0.547,0.147,0.448,56.4,0.162
254,2005,NBA,2,49,WAS,Andray Blatche,18.315,F,us,,2006,2014,564,22.1,10.1,5.4,1.4,0.9,0.8,0.467,0.478,0.237,0.725,19.2,0.074
97,2004,NBA,2,30,ORL,Anderson Varejao,21.275,F-C,br,,2005,2017,627,24,7.3,7.2,1.2,0.9,0.6,0.51,0.516,0.024,0.631,46.4,0.148
66,2005,NBA,2,56,DET,Amir Johnson,18.063,F-C,us,,2006,2019,870,21.1,7,5.4,1.2,0.6,1,0.57,0.588,0.332,0.673,55.3,0.145
16,2002,NBA,1,9,PHO,Amar'e Stoudemire,19.227,F-C,us,,2003,2016,846,31,18.9,7.8,1.2,0.8,1.2,0.537,0.54,0.236,0.761,92.5,0.169
769,2001,NBA,2,57,PHI,Alvin Jones,22.297,C,lu,Georgia Institute of Technology,2002,2002,23,5.5,1.1,1.6,0.1,0.1,0.4,0.4,0.4,,0.5,0.1,0.034
662,2001,NBA,2,51,PHO,Alton Ford,20.034,F,us,University of Houston,2002,2004,73,7.2,2.5,1.7,0.2,0.1,0.1,0.507,0.507,,0.697,0.8,0.074
1122,2017,NBA,2,60,ATL,Alpha Kaba,21.15,F,fr,,,,,,,,,,,,,,,,
320,2013,NBA,2,31,CLE,Allen Crabbe,21.084,G-F,us,University of California,2014,2019,344,24.6,9.5,2.9,1.2,0.6,0.3,0.429,0.472,0.393,0.835,13.8,0.078
854,2018,NBA,2,50,IND,Alize Johnson,22.065,F,us,Missouri State,2019,2019,14,4.6,0.9,1.4,0.1,0.1,0.2,0.25,0.214,0.5,0.5,0,0.027
426,2008,NBA,1,20,CHA,Alexis Ajinca,20.056,C-F,fr,,2009,2017,293,13.3,5.3,3.9,0.5,0.3,0.6,0.503,0.51,0.286,0.797,7.5,0.093
610,2006,NBA,2,45,IND,Alexander Johnson,23.146,F,us,Florida State University,2007,2008,102,12.8,4.3,2.7,0.3,0.4,0.4,0.517,0.517,,0.672,1.5,0.056
1083,2013,NBA,2,57,PHO,Alex Oriakhi,23.012,F,us,University of Missouri,,,,,,,,,,,,,,,
301,2013,NBA,1,5,PHO,Alex Len,20.016,C,ua,University of Maryland,2014,2019,412,19.9,7.9,6.3,0.8,0.4,1,0.487,0.501,0.349,0.695,15.6,0.091
901,2005,NBA,2,60,DET,Alex Acker,22.164,G,us,Pepperdine University,2006,2009,30,7.8,2.7,1,0.5,0.2,0.1,0.37,0.388,0.32,0.5,-0.2,-0.043
479,2013,NBA,2,32,OKC,Alex Abrines,19.335,G-F,es,,2017,2019,174,16,5.3,1.4,0.5,0.5,0.1,0.387,0.443,0.368,0.88,5,0.086
1090,2014,NBA,2,53,MIN,Alessandro Gentile,21.231,F,it,,,,,,,,,,,,,,,,
1120,2017,NBA,2,57,BRK,Aleksandar Vezenkov,21.326,F,cy,,,,,,,,,,,,,,,,
735,2017,NBA,2,54,PHO,Alec Peters,22.076,F,us,Valparaiso University,2018,2018,20,11.3,4.1,1.9,0.6,0.1,0.1,0.378,0.625,0.31,0.8,0.3,0.055
337,2011,NBA,1,12,UTA,Alec Burks,19.343,G,us,University of Colorado,2012,2019,429,21.1,9.5,3,1.7,0.6,0.2,0.423,0.445,0.355,0.771,13,0.069
1088,2014,NBA,2,50,PHO,Alec Brown,21.343,F-C,us,University of Wisconsin-Green Bay,,,,,,,,,,,,,,,
1003,2004,NBA,2,39,TOR,Albert Miralles,22.047,C,es,,,,,,,,,,,,,,,,
713,2007,NBA,1,29,PHO,Alando Tucker,23.143,F,us,University of Wisconsin,2008,2010,51,8.4,4.1,1,0.3,0.1,0,0.423,0.453,0.294,0.783,0.4,0.045
186,2010,NBA,1,8,LAC,Al-Farouq Aminu,19.281,F,us,Wake Forest University,2011,2019,670,25.2,7.7,6.1,1.2,1,0.6,0.423,0.469,0.337,0.747,27.4,0.078
450,2007,NBA,1,14,LAC,Al Thornton,23.209,F,us,Florida State University,2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035
36,2004,NBA,1,15,BOS,Al Jefferson,19.176,C-F,us,,2005,2018,915,28.7,15.7,8.4,1.5,0.7,1.2,0.499,0.501,0.121,0.711,71,0.13
20,2007,NBA,1,3,ATL,Al Horford,21.03,C-F,do,University of Florida,2008,2019,786,32.8,14.1,8.4,3.2,0.8,1.2,0.525,0.545,0.368,0.754,85.7,0.16
1055,2009,NBA,2,56,DAL,Ahmad Nivins,,,,Saint Joseph's University,,,,,,,,,,,,,,,
942,2014,NBA,1,15,ATL,Adreian Payne,23.133,F-C,us,Michigan State University,2015,2018,107,13.1,4,2.9,0.6,0.4,0.3,0.406,0.43,0.254,0.68,-0.6,-0.019
962,2006,NBA,1,3,CHA,Adam Morrison,21.349,F,us,Gonzaga University,2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,0.373,0.391,0.331,0.71,-1.4,-0.021
1073,2011,NBA,2,59,SAS,Adam Hanga,22.077,G,hu,,,,,,,,,,,,,,,,
1031,2007,NBA,2,43,NOK,Adam Haluska,,,,University of Iowa,,,,,,,,,,,,,,,
603,2007,NBA,1,11,ATL,Acie Law,22.159,G,us,Texas A&M University,2008,2011,188,12.7,3.9,1,1.6,0.4,0,0.413,0.452,0.235,0.778,1.6,0.032
675,2016,NBA,2,58,BOS,Abdel Nader,22.277,F,eg,Iowa State University,2018,2019,109,11.2,3.6,1.7,0.4,0.3,0.2,0.387,0.432,0.333,0.667,0.8,0.03
1099,2015,NBA,2,49,WAS,Aaron White,22.293,F,us,University of Iowa,,,,,,,,,,,,,,,
661,2018,NBA,1,23,IND,Aaron Holiday,21.269,G,us,"University of California, Los Angeles",2019,2019,50,12.9,5.9,1.3,1.7,0.4,0.3,0.401,0.459,0.339,0.82,0.9,0.065
448,2007,NBA,2,49,CHI,Aaron Gray,22.208,C,us,University of Pittsburgh,2008,2014,318,12.1,3.4,3.7,0.7,0.3,0.3,0.509,0.511,0,0.562,6.2,0.077
272,2014,NBA,1,4,ORL,Aaron Gordon,18.288,F,us,University of Arizona,2015,2019,341,27.9,12.5,6.2,2.2,0.8,0.6,0.45,0.512,0.321,0.707,18,0.091
255,2007,NBA,1,26,HOU,Aaron Brooks,22.17,G,us,University of Oregon,2008,2018,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.837,19.2,0.069
490,2009,NBA,2,52,IND,A.J. Price,22.267,G,us,University of Connecticut,2010,2015,261,15.1,5.8,1.4,2.2,0.5,0,0.38,0.439,0.316,0.742,4.7,0.058
843,2016,NBA,2,46,DAL,A.J. Hammons,23.306,C,us,Purdue University,2017,2017,22,7.4,2.2,1.6,0.2,0,0.6,0.405,0.375,0.5,0.45,0,-0.001
722,2000,NBA,2,32,CHI,A.J. Guyton,22.142,G,us,Indiana University,2001,2003,80,15.6,5.5,1,1.8,0.3,0.2,0.377,0.377,0.378,0.822,0.3,0.01
