Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
30,2001,NBA,1,6,MEM,Shane Battier,22.297,F,us,Duke University,2002,2014,977,30.7,8.6,4.2,1.8,1,0.9,0.437,0.486,0.384,0.743,75.7,0.121
1044,2008,NBA,2,51,DAL,Shan Foster,,,,Vanderbilt University,,,,,,,,,,,,,,,
738,2018,NBA,2,54,DAL,Shake Milton,21.273,G,us,Southern Methodist University,2019,2019,20,13.4,4.4,1.8,0.9,0.4,0.4,0.391,0.465,0.318,0.714,0.3,0.059
534,2018,NBA,1,11,CHO,Shai Gilgeous-Alexander,19.349,G,ca,University of Kentucky,2019,2019,82,26.5,10.8,2.8,3.3,1.2,0.5,0.476,0.503,0.367,0.8,3.3,0.074
442,2014,NBA,1,24,CHH,Shabazz Napier,22.353,G,us,University of Connecticut,2015,2019,289,16.1,6.4,1.7,2,0.8,0.1,0.393,0.429,0.354,0.812,6.4,0.067
412,2013,NBA,1,14,UTA,Shabazz Muhammad,20.231,F-G,us,"University of California, Los Angeles",2014,2018,278,17.2,9,2.8,0.5,0.3,0.1,0.473,0.51,0.319,0.751,8.5,0.085
1051,2009,NBA,2,49,ATL,Sergiy Gladyr,19.256,G,ua,,,,,,,,,,,,,,,,
504,2006,NBA,1,27,PHO,Sergio Rodriguez,20.021,G,es,,2007,2017,353,15,4.9,1.5,3.4,0.6,0,0.409,0.451,0.337,0.739,4.3,0.039
1049,2009,NBA,2,34,DEN,Sergio Llull,21.228,G,es,,,,,,,,,,,,,,,,
672,2013,NBA,1,19,CLE,Sergey Karasev,19.249,G-F,ru,,2014,2016,95,11.7,3,1.5,0.9,0.3,0,0.395,0.489,0.282,0.842,0.8,0.036
896,2004,NBA,1,23,POR,Sergei Monia,21.076,F,ru,,2006,2006,26,13.2,3,2,0.7,0.3,0.2,0.333,0.377,0.265,0.714,-0.2,-0.025
1008,2004,NBA,2,49,MEM,Sergei Lishouk,22.091,C-F,ua,,,,,,,,,,,,,,,,
1013,2004,NBA,2,57,SAS,Sergei Karaulov,22.076,C,uz,,,,,,,,,,,,,,,,
43,2008,NBA,1,24,SEA,Serge Ibaka,18.286,F-C,cg,,2010,2019,753,28.7,12.3,7.3,0.7,0.4,2.2,0.514,0.547,0.357,0.761,63.9,0.142
594,2008,NBA,2,60,BOS,Semih Erden,21.339,C,tr,,2011,2012,69,13.4,3.8,2.8,0.4,0.4,0.4,0.546,0.546,,0.594,1.8,0.094
590,2017,NBA,2,37,BOS,Semi Ojeleye,22.205,F,us,Southern Methodist University,2018,2019,129,13.5,3,1.9,0.3,0.2,0.1,0.382,0.485,0.318,0.613,1.9,0.051
788,2014,NBA,2,55,MIA,Semaj Christon,21.242,G,us,Xavier University,2017,2017,64,15.2,2.9,1.4,2,0.4,0.1,0.345,0.406,0.19,0.548,0.1,0.006
476,2004,NBA,1,13,POR,Sebastian Telfair,19.02,G,us,,2005,2015,564,21.5,7.4,1.6,3.5,0.7,0.1,0.39,0.419,0.319,0.777,5,0.02
547,2007,NBA,1,17,NJN,Sean Williams,20.293,C-F,us,Boston College,2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,3,0.073
824,2008,NBA,2,42,SAC,Sean Singletary,22.299,G,us,University of Virginia,2009,2009,37,8.2,2.4,0.9,0.8,0.3,0,0.365,0.35,0.4,0.857,0,0.006
564,2005,NBA,1,13,CHA,Sean May,21.09,F,us,University of North Carolina,2006,2010,119,15.7,6.9,4,1,0.4,0.4,0.458,0.462,0.231,0.746,2.6,0.068
633,2001,NBA,2,45,CHI,Sean Lampley,21.303,F,us,University of California,2003,2004,45,12.2,4.5,2.1,0.7,0.2,0.1,0.463,0.476,0,0.691,1.1,0.096
973,2000,NBA,2,57,ATL,Scoonie Penn,,,,Ohio State University,,,,,,,,,,,,,,,
1102,2015,NBA,2,52,DAL,Satnam Singh,19.202,C,in,,,,,,,,,,,,,,,,
291,2004,NBA,1,27,LAL,Sasha Vujacic,20.113,G,si,,2005,2017,581,15.3,5.3,1.9,1.3,0.6,0.1,0.39,0.415,0.367,0.858,16,0.086
433,2003,NBA,1,19,UTA,Sasha Pavlovic,19.228,G-F,me,,2004,2013,567,15.7,4.9,1.8,0.9,0.5,0.2,0.404,0.433,0.346,0.673,7,0.038
747,2008,NBA,2,56,SEA,Sasha Kaun,23.055,C,ru,University of Kansas,2016,2016,25,3.8,0.9,1,0.1,0.2,0.2,0.529,0.529,,0.455,0.2,0.096
996,2003,NBA,2,46,DEN,Sani Becirovic,22.043,G,si,,,,,,,,,,,,,,,,
76,2001,NBA,1,26,PHI,Samuel Dalembert,20.053,C,ht,Seton Hall University,2002,2015,886,24.4,7.7,7.8,0.5,0.5,1.7,0.521,0.522,0.083,0.706,51.3,0.114
1037,2007,NBA,2,57,DET,Sammy Mejia,,,,DePaul University,,,,,,,,,,,,,,,
471,2009,NBA,2,36,MEM,Sam Young,24.03,F,us,University of Pittsburgh,2010,2013,249,15.9,5.8,2.3,0.7,0.5,0.2,0.442,0.468,0.28,0.742,5.2,0.063
468,2015,NBA,1,18,HOU,Sam Dekker,21.055,F,us,University of Wisconsin,2016,2019,200,15.5,5.5,3,0.8,0.5,0.2,0.478,0.57,0.288,0.606,5.4,0.083
987,2002,NBA,2,45,PHI,Sam Clancy,,,,University of Southern California,,,,,,,,,,,,,,,
576,2005,NBA,2,31,ATL,Salim Stoudamire,22.266,G,us,University of Arizona,2006,2008,157,17,8,1.4,1,0.4,0.1,0.407,0.435,0.366,0.882,2.2,0.04
1064,2010,NBA,2,49,SAS,Ryan Richards,19.066,F-C,gb,,,,,,,,,,,,,,,,
782,2010,NBA,2,57,IND,Ryan Reid,23.243,F,us,Florida State University,2012,2012,5,3.4,1.6,0.4,0,0,0,0.8,0.8,,,0.1,0.142
551,2013,NBA,2,48,LAL,Ryan Kelly,22.085,F,us,Duke University,2014,2017,163,19.2,6,3.1,1.3,0.5,0.5,0.378,0.416,0.316,0.797,3,0.046
928,2002,NBA,1,19,UTA,Ryan Humphrey,22.343,F,us,University of Notre Dame,2003,2005,85,9.1,2.3,2.2,0.2,0.2,0.2,0.344,0.348,0,0.539,-0.4,-0.027
376,2006,NBA,2,50,CHA,Ryan Hollins,21.266,C,us,"University of California, Los Angeles",2007,2016,518,11.8,3.7,2.2,0.3,0.2,0.5,0.584,0.584,0,0.649,10.4,0.081
249,2005,NBA,2,50,BOS,Ryan Gomes,22.306,F,us,Providence College,2006,2014,487,27.6,10.1,4.6,1.5,0.7,0.2,0.445,0.473,0.349,0.799,19.4,0.069
95,2008,NBA,1,21,NJN,Ryan Anderson,20.056,F,us,University of California,2009,2019,647,25.9,12.4,5.3,0.9,0.5,0.3,0.422,0.47,0.38,0.854,46.7,0.134
14,2008,NBA,1,4,SEA,Russell Westbrook,19.231,G,us,"University of California, Los Angeles",2009,2019,821,34.5,23,7,8.4,1.8,0.3,0.434,0.465,0.308,0.801,96.9,0.164
913,2014,NBA,2,47,PHI,Russ Smith,23.074,G,us,University of Louisville,2015,2016,27,4.9,2,0.6,0.7,0.3,0,0.319,0.387,0.188,0.769,-0.2,-0.068
72,2013,NBA,1,27,DEN,Rudy Gobert,21.006,C,fr,,2014,2019,406,28.7,11.1,10.5,1.3,0.7,2.2,0.629,0.629,0,0.631,52.8,0.218
68,2006,NBA,1,8,HOU,Rudy Gay,19.32,F,us,University of Connecticut,2007,2019,879,34,17.6,5.9,2.2,1.3,0.8,0.456,0.483,0.348,0.796,54.9,0.088
313,2007,NBA,1,24,PHO,Rudy Fernandez,22.09,G,es,,2009,2012,249,24,9.1,2.4,2.2,1,0.2,0.399,0.463,0.36,0.84,14.2,0.114
741,2001,NBA,2,50,POR,Ruben Boumtje-Boumtje,23.044,C,cm,Georgetown University,2002,2004,44,6.3,1,1.3,0.1,0.1,0.4,0.368,0.368,,0.556,0.2,0.027
835,2012,NBA,1,16,HOU,Royce White,21.085,F,us,Iowa State University,2014,2014,3,3,0,0,0,0,0,0,0,,,0,-0.121
498,2004,NBA,2,37,ATL,Royal Ivey,22.192,G,us,University of Texas at Austin,2005,2014,492,12.5,3.3,1.1,1,0.5,0.1,0.406,0.425,0.361,0.706,4.5,0.035
146,2008,NBA,1,17,TOR,Roy Hibbert,21.203,C,us,Georgetown University,2009,2017,662,24.8,10,6.3,1.3,0.4,1.7,0.465,0.466,0.25,0.755,35.9,0.105
924,2014,NBA,2,56,DEN,Roy Devyn Marble,21.283,G-F,us,University of Iowa,2015,2016,44,10.4,2.2,1.6,0.7,0.5,0.1,0.304,0.377,0.222,0.375,-0.3,-0.028
253,2005,NBA,2,37,LAL,Ronny Turiaf,22.172,F,mq,Gonzaga University,2006,2015,473,17,4.7,3.7,1.3,0.4,1.3,0.533,0.535,0,0.636,19.2,0.115
161,2006,NBA,1,14,UTA,Ronnie Brewer,21.105,G-F,us,University of Arkansas,2007,2014,502,23,7.8,2.8,1.6,1.2,0.2,0.49,0.52,0.254,0.675,30.4,0.127
404,2015,NBA,1,23,POR,Rondae Hollis-Jefferson,20.178,F,us,University of Arizona,2016,2019,234,23.6,9.9,5.9,2,1,0.6,0.444,0.468,0.223,0.739,9.1,0.079
411,2002,NBA,2,42,MIL,Ronald Murray,22.338,G,us,Shaw University,2003,2010,487,22.7,9.9,2.1,2.3,0.8,0.2,0.414,0.45,0.304,0.725,8.5,0.037
1080,2013,NBA,2,51,ORL,Romero Osby,,,,University of Oklahoma,,,,,,,,,,,,,,,
1010,2004,NBA,2,52,SAS,Romain Sato,,,,Xavier University,,,,,,,,,,,,,,,
899,2005,NBA,2,41,TOR,Roko Ukic,21.052,G,hr,,2009,2010,85,11.6,4,0.9,1.9,0.4,0,0.387,0.439,0.189,0.746,-0.2,-0.007
335,2002,NBA,2,31,CHI,Roger Mason,21.294,G,us,University of Virginia,2003,2014,518,17.7,6.3,1.7,1.3,0.4,0.1,0.408,0.435,0.383,0.866,13,0.068
487,2009,NBA,1,25,OKC,Rodrigue Beaubois,21.127,G,gp,,2010,2013,182,15.9,7.1,1.9,2.1,0.7,0.3,0.439,0.5,0.325,0.81,4.8,0.079
593,2001,NBA,1,9,DET,Rodney White,21.004,F,us,University of North Carolina at Charlotte,2002,2005,218,15.4,7.1,2.2,1.1,0.5,0.3,0.424,0.452,0.314,0.749,1.8,0.026
174,2007,NBA,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington University,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.824,28.7,0.077
295,2014,NBA,1,23,UTA,Rodney Hood,21.254,G-F,us,Duke University,2015,2019,320,27.2,12.6,2.8,1.9,0.8,0.2,0.422,0.465,0.367,0.841,16,0.088
447,2006,NBA,1,16,CHI,Rodney Carney,22.079,F,us,University of Memphis,2007,2011,299,15.4,5.9,2,0.4,0.5,0.3,0.422,0.471,0.338,0.704,6.2,0.064
607,2018,NBA,2,40,BRK,Rodions Kurucs,20.141,F,lv,,2019,2019,63,20.5,8.5,3.9,0.8,0.7,0.4,0.45,0.543,0.315,0.783,1.6,0.059
985,2002,NBA,2,39,WAS,Rod Grizzard,,,,University of Alabama,,,,,,,,,,,,,,,
110,2008,NBA,1,15,PHO,Robin Lopez,20.091,C,us,Stanford University,2009,2019,766,23,9.1,5.3,0.8,0.2,1.2,0.531,0.534,0.216,0.757,43,0.117
981,2001,NBA,2,56,SAS,Robertas Javtokas,21.104,C,lt,,,,,,,,,,,,,,,,
631,2018,NBA,1,27,BOS,Robert Williams,20.252,F,us,Texas A&M University,2019,2019,32,8.8,2.5,2.5,0.2,0.3,1.3,0.706,0.706,,0.6,1.2,0.201
815,2005,NBA,2,51,UTA,Robert Whaley,23.079,C,us,Walsh University,2006,2006,23,9.2,2.1,1.9,0.7,0.3,0.3,0.404,0.404,,0.5,0,0.004
1054,2009,NBA,2,54,CHA,Robert Vaden,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,
598,2004,NBA,1,12,SEA,Robert Swift,18.208,C,us,,2005,2009,97,15.5,4.3,3.9,0.2,0.3,0.9,0.506,0.506,,0.61,1.7,0.054
570,2012,NBA,2,60,LAL,Robert Sacre,23.028,C,us,Gonzaga University,2013,2016,189,14.5,4.2,3.1,0.7,0.3,0.6,0.436,0.437,0,0.671,2.4,0.042
1058,2009,NBA,2,60,MIA,Robert Dozier,,,,University of Memphis,,,,,,,,,,,,,,,
803,2002,NBA,2,32,MEM,Robert Archibald,22.094,F,gb,University of Illinois at Urbana-Champaign,2003,2004,44,7.5,1.2,1.6,0.4,0.3,0.1,0.283,0.283,,0.429,0,-0.004
589,2012,NBA,2,58,MIN,Robbie Hummel,23.118,F,us,Purdue University,2014,2015,98,14.3,3.9,2.7,0.5,0.3,0.1,0.418,0.469,0.343,0.867,1.9,0.066
1017,2005,NBA,2,35,POR,Ricky Sanchez,,,,,,,,,,,,,,,,,,,
154,2009,NBA,1,5,MIN,Ricky Rubio,18.252,G,es,,2012,2019,498,30.9,11.1,4.2,7.7,1.9,0.1,0.388,0.413,0.322,0.838,32.2,0.101
1007,2004,NBA,2,48,SAC,Ricky Minard,,,,Morehead State University,,,,,,,,,,,,,,,
941,2013,NBA,2,43,MIL,Ricky Ledo,20.295,G,us,Providence College,2014,2015,28,9.9,3.9,1.4,0.8,0.3,0,0.336,0.321,0.371,0.769,-0.6,-0.096
1011,2004,NBA,2,54,DET,Rickey Paulding,,,,University of Missouri,,,,,,,,,,,,,,,
1001,2003,NBA,2,55,MIN,Rick Rickert,,,,University of Minnesota,,,,,,,,,,,,,,,
345,2015,NBA,2,37,PHI,Richaun Holmes,21.258,F-C,us,Bowling Green State University,2016,2019,226,16.9,7.7,4.4,0.9,0.5,0.9,0.565,0.608,0.257,0.706,12.4,0.155
22,2001,NBA,1,13,HOU,Richard Jefferson,21.011,F,us,University of Arizona,2002,2018,1181,29,12.6,4,2,0.7,0.3,0.464,0.493,0.376,0.768,83,0.116
1042,2008,NBA,2,49,GSW,Richard Hendrix,,,,University of Alabama,,,,,,,,,,,,,,,
1032,2007,NBA,2,44,ORL,Reyshawn Terry,,,,University of North Carolina,,,,,,,,,,,,,,,
429,2006,NBA,1,20,NYK,Renaldo Balkman,21.354,F,us,University of South Carolina,2007,2012,221,13.9,4,3.5,0.6,0.7,0.5,0.51,0.543,0.172,0.542,7.2,0.113
1034,2007,NBA,2,50,DAL,Renaldas Seibutis,21.345,G,lt,,,,,,,,,,,,,,,,
998,2003,NBA,2,52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,,,,,
180,2011,NBA,1,24,OKC,Reggie Jackson,21.073,G,it,Boston College,2012,2019,530,25.2,12.9,3,4.4,0.7,0.1,0.429,0.471,0.333,0.859,28.2,0.101
396,2013,NBA,1,25,LAC,Reggie Bullock,22.109,G-F,us,University of North Carolina,2014,2019,272,19.3,6.8,2.1,1.1,0.5,0.1,0.434,0.495,0.392,0.828,9.7,0.089
939,2003,NBA,1,15,ORL,Reece Gaines,22.175,G,us,University of Louisville,2004,2006,71,8.5,1.7,0.7,0.7,0.2,0,0.324,0.336,0.269,0.606,-0.6,-0.049
119,2005,NBA,1,5,CHA,Raymond Felton,21.007,G,us,University of North Carolina,2006,2019,971,29.7,11.2,3,5.2,1.2,0.2,0.412,0.445,0.329,0.79,40.2,0.067
765,2018,NBA,2,56,PHI,Ray Spalding,21.107,F,us,University of Louisville,2019,2019,14,10.6,3.9,3.4,0.4,0.6,0.6,0.532,0.568,0,0.333,0.2,0.051
582,2013,NBA,2,36,SAC,Ray McCallum,22.021,G,us,University of Detroit Mercy,2014,2016,154,18.2,6,2,2.4,0.5,0.2,0.408,0.43,0.335,0.711,2.1,0.035
495,2013,NBA,2,47,ATL,Raul Neto,21.044,G,br,,2016,2019,199,14.2,4.8,1.3,1.9,0.6,0.1,0.443,0.482,0.377,0.776,4.6,0.078
580,2001,NBA,1,24,UTA,Raul Lopez,21.078,G,es,,2004,2005,113,18.9,6.5,1.7,3.8,0.7,0,0.429,0.45,0.346,0.853,2.1,0.047
235,2002,NBA,2,53,MIA,Rasual Butler,23.04,F-G,us,La Salle University,2003,2016,809,21.3,7.5,2.4,0.8,0.4,0.5,0.403,0.437,0.362,0.747,20.8,0.058
1015,2004,NBA,2,59,IND,Rashad Wright,,,,University of Georgia,,,,,,,,,,,,,,,
944,2015,NBA,1,17,MIL,Rashad Vaughn,18.317,G,us,"University of Nevada, Las Vegas",2016,2018,139,12,3,1.1,0.5,0.4,0.2,0.337,0.366,0.313,0.692,-0.6,-0.017
521,2005,NBA,1,14,MIN,Rashad McCants,20.281,G,us,University of North Carolina,2006,2009,249,20.2,10,2,1.3,0.7,0.2,0.431,0.467,0.368,0.741,3.6,0.035
806,2002,NBA,2,57,SAS,Randy Holcomb,22.328,F,us,San Diego State University,2006,2006,4,2.8,0.5,0.3,0,0,0,1,1,,,0,0.15
215,2006,NBA,1,7,BOS,Randy Foye,22.283,G,us,Villanova University,2007,2017,752,25.6,10.3,2.2,2.8,0.7,0.3,0.401,0.429,0.366,0.852,23.5,0.058
173,2007,NBA,2,56,MIL,Ramon Sessions,21.083,G,us,"University of Nevada, Reno",2008,2018,691,23.3,10.3,2.7,4.1,0.7,0.1,0.434,0.45,0.316,0.791,28.8,0.086
706,2015,NBA,2,36,MIN,Rakeem Christmas,23.212,F,us,Syracuse University,2016,2017,30,7.5,2.1,1.9,0.1,0.1,0.2,0.467,0.467,,0.724,0.5,0.105
62,2006,NBA,1,21,PHO,Rajon Rondo,20.131,G,us,University of Kentucky,2007,2019,825,31.7,10.4,4.8,8.5,1.7,0.1,0.46,0.483,0.315,0.605,58.4,0.107
929,2004,NBA,1,8,TOR,Rafael Araujo,23.322,C,br,Brigham Young University,2005,2007,139,11.4,2.8,2.8,0.3,0.4,0.1,0.405,0.407,0.25,0.679,-0.4,-0.013
1110,2016,NBA,2,35,BOS,Rade Zagorac,20.321,G-F,rs,,,,,,,,,,,,,,,,
717,2015,NBA,1,28,BOS,R.J. Hunter,21.249,G,us,Georgia State University,2016,2019,45,8.8,3,1,0.4,0.4,0.1,0.371,0.523,0.295,0.818,0.4,0.051
615,2002,NBA,1,21,POR,Qyntel Woods,21.135,F,us,Northeast Mississippi Community College,2003,2006,167,12.3,4.1,2.3,0.6,0.4,0.2,0.452,0.47,0.357,0.603,1.4,0.032
395,2010,NBA,1,26,OKC,Quincy Pondexter,22.111,G-F,us,University of Washington,2011,2019,355,15.6,4.5,1.8,0.7,0.3,0.1,0.423,0.475,0.356,0.746,9.7,0.084
873,2012,NBA,2,38,DEN,Quincy Miller,19.227,F,us,Baylor University,2013,2015,69,13.5,4.3,2.4,0.5,0.4,0.5,0.35,0.383,0.292,0.706,-0.1,-0.003
816,2006,NBA,1,19,SAC,Quincy Douby,22.048,G,us,Rutgers University,2007,2009,143,10.7,4.1,1.1,0.7,0.3,0.1,0.389,0.436,0.312,0.884,0,0
409,2012,NBA,2,37,TOR,Quincy Acy,21.271,F-C,us,Baylor University,2013,2019,337,16,4.9,3.5,0.6,0.4,0.4,0.444,0.506,0.35,0.759,8.7,0.078
152,2000,NBA,1,18,LAC,Quentin Richardson,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,32.8,0.076
367,2000,NBA,1,27,IND,Primoz Brezec,20.275,C,si,,2002,2010,342,18.1,7.2,3.9,0.5,0.2,0.4,0.498,0.499,0.167,0.701,10.8,0.084
839,2013,NBA,2,42,PHI,Pierre Jackson,21.308,G,us,Baylor University,2017,2017,8,10.5,4.4,1.1,2.4,0.3,0,0.333,0.357,0.273,0.857,0,0.021
912,2013,NBA,2,56,DET,Peyton Siva,22.252,G,us,University of Louisville,2014,2014,24,9.3,2.3,0.6,1.4,0.4,0,0.316,0.344,0.28,0.733,-0.2,-0.032
1029,2007,NBA,1,30,PHI,Petteri Koponen,19.08,G,fi,,,,,,,,,,,,,,,,
1113,2016,NBA,2,53,DEN,Petr Cornelie,20.338,F,fr,,,,,,,,,,,,,,,,
811,2004,NBA,2,32,WAS,Peter John Ramos,19.047,C,pr,,2005,2005,6,3.3,1.8,0.7,0,0,0.2,0.5,0.5,,0.5,0,-0.108
988,2002,NBA,2,49,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,,
974,2000,NBA,2,58,DAL,Pete Mickeal,,,,University of Cincinnati,,,,,,,,,,,,,,,
601,2012,NBA,1,28,OKC,Perry Jones,20.283,F,us,Baylor University,2013,2015,143,11.7,3.4,1.8,0.4,0.3,0.2,0.42,0.466,0.293,0.66,1.7,0.048
859,2004,NBA,1,21,UTA,Pavel Podkolzin,19.165,C,ru,,2005,2006,6,4.7,0.7,1.5,0,0,0.2,0,0,,0.5,-0.1,-0.163
1061,2010,NBA,2,45,MIN,Paulao Prestes,22.135,C,br,,,,,,,,,,,,,,,,
844,2016,NBA,2,48,CHI,Paul Zipser,22.131,G-F,de,,2017,2018,98,17,4.7,2.6,0.8,0.4,0.3,0.371,0.402,0.335,0.769,0,-0.001
17,2006,NBA,2,47,UTA,Paul Millsap,21.143,F,us,Louisiana Tech University,2007,2019,945,29.3,14.1,7.4,2.3,1.3,1,0.491,0.513,0.334,0.734,88.2,0.153
42,2010,NBA,1,10,IND,Paul George,20.058,F,us,"California State University, Fresno",2011,2019,604,33.8,19.8,6.4,3.3,1.8,0.4,0.433,0.47,0.378,0.844,65.2,0.153
698,2006,NBA,2,34,LAC,Paul Davis,21.347,C,us,Michigan State University,2007,2010,82,8.6,2.6,1.9,0.4,0.3,0.2,0.402,0.404,0,0.732,0.5,0.035
3,2001,NBA,1,3,ATL,Pau Gasol,20.361,F-C,es,,2002,2019,1226,33.4,17,9.2,3.2,0.5,1.6,0.507,0.512,0.368,0.753,144.1,0.169
175,2010,NBA,1,14,HOU,Patrick Patterson,21.107,F,us,University of Kentucky,2011,2019,622,21.8,6.9,4.1,1.1,0.6,0.5,0.45,0.5,0.367,0.749,28.7,0.102
696,2006,NBA,1,9,GSW,Patrick O'Bryant,20.013,C,us,Bradley University,2007,2010,90,5.8,2.1,1.4,0.3,0.2,0.4,0.494,0.503,0,0.583,0.5,0.046
185,2009,NBA,2,55,POR,Patrick Mills,20.323,G,au,Saint Mary's College of California,2010,2019,605,19,8.4,1.7,2.4,0.6,0.1,0.431,0.477,0.391,0.849,27.5,0.115
559,2016,NBA,2,38,MIL,Patrick McCaw,20.247,G,us,"University of Nevada, Las Vegas",2017,2019,157,15.5,3.7,1.5,1.2,0.6,0.2,0.42,0.513,0.299,0.791,2.8,0.056
868,2008,NBA,2,43,SAC,Patrick Ewing,24.043,F,us,Georgetown University,2011,2011,7,2.7,0.4,0.3,0.3,0,0.1,0,0,0,0.75,-0.1,-0.158
202,2009,NBA,2,42,LAL,Patrick Beverley,20.353,G,us,University of Arkansas,2013,2019,380,28.3,9,4.3,3.5,1.2,0.4,0.412,0.452,0.38,0.77,24.8,0.11
436,2015,NBA,2,41,BRK,Pat Connaughton,22.175,G,us,University of Notre Dame,2016,2019,216,14.9,4.6,2.3,1.2,0.3,0.2,0.439,0.544,0.349,0.796,6.8,0.101
302,2016,NBA,1,27,TOR,Pascal Siakam,22.088,F,cm,New Mexico State University,2017,2019,216,23.5,10.1,5.1,2,0.7,0.6,0.531,0.592,0.309,0.743,15.5,0.146
830,2010,NBA,2,53,ATL,Pape Sy,22.085,F,fr,,2011,2011,3,7,2.3,1,0.7,0.3,0,0.333,0.4,0,1,0,-0.047
665,2004,NBA,2,47,MIA,Pape Sow,22.22,F,sn,"California State University, Fullerton",2005,2007,76,11.6,2.9,2.8,0.2,0.4,0.3,0.416,0.416,,0.678,0.8,0.044
997,2003,NBA,2,50,PHI,Paccelis Morlende,22.073,G,fr,,,,,,,,,,,,,,,,
164,2006,NBA,2,35,TOR,P.J. Tucker,21.059,F,us,University of Texas at Austin,2007,2019,582,28.7,7.4,5.7,1.4,1.2,0.3,0.422,0.469,0.361,0.744,30,0.086
657,2014,NBA,1,26,MIA,P.J. Hairston,21.189,G-F,us,University of North Carolina,2015,2016,111,18,6,2.4,0.5,0.5,0.2,0.343,0.414,0.295,0.81,0.9,0.021
978,2001,NBA,2,47,DEN,Ousmane Cisse,,,,,,,,,,,,,,,,,,,
171,2013,NBA,1,3,WAS,Otto Porter,20.029,F,us,Georgetown University,2014,2019,399,26.9,11,5,1.5,1.2,0.4,0.483,0.529,0.405,0.793,29.1,0.13
618,2012,NBA,2,36,SAC,Orlando Johnson,23.115,G,us,"University of California, Santa Barbara",2013,2016,103,10.8,3.2,1.7,0.7,0.2,0.1,0.358,0.398,0.311,0.727,1.4,0.059
947,2005,NBA,2,53,BOS,Orien Greene,23.15,G,us,University of Louisiana at Lafayette,2006,2011,131,11.9,2.5,1.5,1.2,0.7,0.1,0.387,0.42,0.212,0.642,-0.7,-0.022
248,2009,NBA,1,23,SAC,Omri Casspi,21.008,F,il,,2010,2019,588,20.3,7.9,4,1.1,0.6,0.2,0.454,0.502,0.368,0.678,19.6,0.078
233,2008,NBA,2,36,POR,Omer Asik,21.363,C,tr,,2011,2018,471,19.6,5.3,7.1,0.6,0.4,0.7,0.528,0.528,0,0.551,20.9,0.109
632,2018,NBA,1,30,ATL,Omari Spellman,20.34,F,us,Villanova University,2019,2019,46,17.5,5.9,4.2,1,0.6,0.5,0.402,0.466,0.344,0.711,1.2,0.07
858,2001,NBA,2,32,ORL,Omar Cook,19.155,G,us,St. John's University,2004,2005,22,9.7,1.7,0.6,2.1,0.7,0,0.333,0.37,0,0.5,-0.1,-0.021
628,2000,NBA,2,42,SEA,Olumide Oyedeji,19.053,C,ng,,2001,2003,93,6.3,1.4,2.1,0.1,0.2,0.2,0.495,0.495,,0.659,1.2,0.095
1096,2015,NBA,2,42,UTA,Olivier Hanlan,22.135,G,ca,Boston College,,,,,,,,,,,,,,,
697,2006,NBA,1,18,WAS,Oleksiy Pecherov,20.207,C,ua,,2008,2010,111,9.4,3.9,2.4,0.2,0.2,0.2,0.386,0.444,0.29,0.793,0.5,0.025
756,2012,NBA,2,52,GSW,Ognjen Kuzmic,22.049,C,ba,,2014,2015,37,4.4,0.9,1,0.2,0.1,0.1,0.52,0.52,,0.6,0.2,0.061
1121,2017,NBA,2,58,NYK,Ognjen Jaramaz,21.3,G,yu,,,,,,,,,,,,,,,,
483,2017,NBA,1,23,TOR,OG Anunoby,19.345,F,gb,Indiana University,2018,2019,141,20.1,6.4,2.7,0.7,0.7,0.3,0.461,0.587,0.351,0.605,5,0.085
227,2008,NBA,1,3,MIN,O.J. Mayo,20.239,G,us,University of Southern California,2009,2016,547,30.9,13.8,3.1,2.9,1,0.3,0.429,0.459,0.373,0.82,21.8,0.062
549,2011,NBA,1,28,CHI,Norris Cole,22.258,G,us,Cleveland State University,2012,2017,360,22.3,7,2,2.7,0.8,0.1,0.407,0.436,0.324,0.743,3,0.018
428,2015,NBA,2,46,MIL,Norman Powell,22.036,G,us,"University of California, Los Angeles",2016,2019,255,16.8,7.1,2.1,1.2,0.6,0.2,0.442,0.51,0.345,0.807,7.3,0.082
951,2011,NBA,1,21,POR,Nolan Smith,22.338,G,us,Duke University,2012,2013,84,9.9,3.3,1,1.2,0.3,0,0.371,0.407,0.26,0.714,-0.8,-0.047
414,2014,NBA,1,9,CHH,Noah Vonleh,18.311,F,us,Indiana University,2015,2019,299,17.7,5.1,5.4,0.8,0.4,0.4,0.453,0.491,0.316,0.683,8.3,0.075
963,2002,NBA,1,5,DEN,Nikoloz Tskitishvili,19.078,F,ge,,2003,2006,172,11.3,2.9,1.8,0.7,0.3,0.3,0.304,0.332,0.235,0.73,-1.6,-0.039
